entities,id,text,in_reply_to_user_id,author_id,created_at,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,batch_time,hate_score,target_weight,not_the_target,filename
"{'mentions': [{'start': 0, 'end': 12, 'username': 'ArthurWeint', 'id': '1074209186752413696'}, {'start': 13, 'end': 25, 'username': 'RicaPerrone', 'id': '36376988'}]}",gAAAAABj7UmLYL6NyhL2Bo_S5z1XqDGKjdVSoSy0AzLVhyDZfgUzBhBGB_QmihYHqwyzER2mTgxKkxU-dsQKO9wnVhHP2DfQub-4c-LVmELEgxr3dGk6f4E=,"@ArthurWeint @RicaPerrone Que oportunismo heim? 
Por acaso você está se candidatando a presidente da República?  🤔 nesse momento ele se refere só para esse cargo; viu?",1074209186752413696,gAAAAABj7UmLffYs1w7mtcV-mpBMa4mJKZH_iW0-Qzd_3uF4hDCHqnclvWi_aVLeyYZXZLFrLRLMpkGyO6KL24kTD55acXSspHKSlpolXRFj64bqYsqw4Gc=,2022-08-20 03:03:04+00:00,gAAAAABj7UmLVMDcolvNck4au9phB-dwNG0vbcSt4Ywlh4cP_4qobiPzvlbiw7dsyGC6SojxGNmJRMHQzGdI5RCOm_0fMt53rQ==,gAAAAABj7UmLO_rzwOvO6D3gKz-54r0oeHIEKVEv1Kbdwm9BWIgx4OKp5p9D-ymIVZniCU6_mTOvmb9Et9rl_Gstfe7evCt9Bg==,gAAAAABj7UmLST0JC6ku4oOeA9ZtnpCjWp2WK-YckycD8dqNk2T9BLcimj0Juv3wxyx8q4HMGrqcn7dRBwdUYMXa5hiFwT1OuEdQgxTDypX6V3PLNn8KNHGhO5o2xD4KQpTcxMDdXrq71qOvB9xqqV04Dw0KYL1Hyg==,2,1,1074209186752413696,2022-08-19 21:59:33,2022-08-20 00:59:33,191,0,3,2.862777778,1,2022-08-20 00:30:00,0.013333251,0.001652892562,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'joicehasselmann', 'id': '116519514'}]}",gAAAAABj7UmLz9JxmF-0eB7tylBPRvVgPAtbBpZGfkNoE8CON-osmKAdX2ChPTfh33O2K9wbfFfXVYzjxIj6NdCxj_hWffJsBaXm47kgGm_wBFSEX3j3I-Y=,@joicehasselmann Vai lavar roupa sua porca!,116519514,gAAAAABj7UmLFi5ZMXl8JhH6fOCMHEZHYjAlsc6hNVwf6oUG04ckzv_9z0tq-Hdd1os5B7SRZcdz9zwJU7Qlt4QJt-yL3Y-Y6KUP0IKW9U0AZdEXJuglBZc=,2022-08-23 02:10:01+00:00,gAAAAABj7UmLwZPDgl_aUMyRxW0Eb1upFC6MPC5HiyK3HDFkBCeFYSdRRSrHlgSMFsf0dHxpFepkkPxZMKy0B17mjw_wV49uUQ==,gAAAAABj7UmLbCMqY23N71x0JLlGjWfs2wIrYXg8qBh_JJZJLb0ekyQ9dr5d-ZL0b185YOICeoN-QeoR_FaTYhhvMQ4pa2aLog==,gAAAAABj7UmL-GSY0vwUhe3TpzFlq3CQ0QPSARQ_bH5E3fjeijArZib_tEexeCPPumzyRV3dlTnXoSOgQuv3fYWtFRxTeHU3jS9TsVMxifImY3Vm9AmpT-Ga7Mmffjud2Ioky2d-Uq7Ip5p4UXK2aceq0GuIVJbfNQ==,1,1,116519514,2022-08-22 21:39:35,2022-08-23 00:39:35,846,0,3,2.339444444,1.282355735,2022-08-23 00:30:00,0.8934377,0.0001655903295,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'taliriapetrone', 'id': '103704608'}, {'start': 16, 'end': 32, 'username': 'claudiocastroRJ', 'id': '74792468'}]}",gAAAAABj7UmLhnnf0IPmqx5-I79Bu0ZbUGyKr3lfoCnPQozwjg9R0rsAa9khHeE_njE1wSI3dbzLHWrUJgjhMle9DcE13CBD2ZROBlaZ2kIBROAyR8AD8Vo=,@taliriapetrone @claudiocastroRJ Um miliciano maldito,103704608,gAAAAABj7UmLmnKT0ACbeHumySeGlnTZ1J0TJ3oKytuoxwb2HldER7ETXKBHw6i3UlXTs55U2Wfxo2ckqLGmIh_fkK-K8_JKxxtB0FXQeukOtDdcJhmoZv0=,2022-08-19 00:59:55+00:00,gAAAAABj7UmLqQxaEPOPmRCzPRO0gKpNtwt8NgqRWSEWcNLibFNmI-iIeLZymKCxRNAbKtrkYyApOH58P5mpM1dKuqxu6T8iBg==,gAAAAABj7UmLMNcD9m5_jTvwWrKA0nWvQcQm4nZhVG9f0JirNDXBottE9GGXgKlbPkDpyILy4sUGR3jrJz0gjgEw02QHx94EcA==,gAAAAABj7UmL6bewqCfTQh4Huy2lRtxC5LVOaOtGZY0Q2QDHIWn70sGZ7zAhyaRPyrIdISpWsHKpLNBuBG4m73Q2Q4xUVIn3uSEpux7T7-H-tQk6OHc4R4AUqZLM_lhAuBr7PsEKvJhcUPnbO23kLyZDuELAeykT5w==,2,1,103704608,2022-08-18 21:49:05,2022-08-19 00:49:05,38,0,3,2.580277778,1,2022-08-19 00:30:00,0.29729456,0.002652519894,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 9, 'username': 'esuplicy', 'id': '69373037'}, {'start': 10, 'end': 22, 'username': 'LulaOficial', 'id': '2670726740'}, {'start': 23, 'end': 39, 'username': 'Haddad_Fernando', 'id': '354095556'}]}",gAAAAABj7UmL_QP6SNq4QXuJWhgBD1BfQqAxioQTnnwoN308k7uBLrP9w-ciG03P2altDdehHRXVE05dmvoe5_64f1bw31vMX5Tvc3MSs1wYZlEb2ev5Ylg=,"@esuplicy @LulaOficial @Haddad_Fernando Esse é homem do povo.
Sucesso sempre 💓🙌",69373037,gAAAAABj7UmLxVLMV8zGBce_AmsM5v9p-Wph2HmqzWWmu0JiZ5UXiMCscxpVDaFSlkPFiHhYVPtjwQalJ3-VmJZY1RvIVz4EbHui2T6W3CQ03D0C6v8eFyU=,2022-08-17 10:54:58+00:00,gAAAAABj7UmLUfhNTMEp3szSbek1bsJpes9dzMY24vjosp_1jUh3NU4zjxxpV7vtx3af3vR_5HTvzDYu3SBeqOMbwsUSEAjLz1X-8vFFYMNMGM2M7PYBdrg=,gAAAAABj7UmLxU0zcf6Q4WikDMx37T4vl8YlTzZ4vS1Rzw8QATAb_UCH0GwvUsMcc5pLFAMK5pdNfczsZ8ElCtqOy7tO3qaIqg==,gAAAAABj7UmLscfJu37H0eNLjeDCnFaJYto3oIAYMGTfenLlhFg6CR0-oGe0axlVMvi8D1aoLMljlSSo7v8n2meOYwq3RASHTPwNfczp6F7iQTe380ZR2u-qUGF1V5oNo9xMDv7PYTX_IkywBiHVIzVMpYJXO75Eo72BnfluhOHbyoF5EUnDw80=,3,1,69373037,2022-08-17 07:05:00,2022-08-17 10:05:00,125,0,3,2.977777778,1,2022-08-17 09:30:00,0.0072796433,0.001083423619,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'del_brunolima', 'id': '1108808595418816512'}]}",gAAAAABj7UmLixnX_xkEa3_bvQ7FtjKS9SNt1jo59fJDTVCn55WIxgPH-mhRBJjjkbw2ZfgiWqhmAz4tmeQN_B3n7G3AKp0Itm9yl_OpJ90IBRqDvCGrHSA=,@del_brunolima 🤬🤬,1.11E+18,gAAAAABj7UmL7IBB6DdGn-HxOlvOfIuJmDBiRP98fVCRCGSMBLJwNrWQpHls8Q7loqzwFRVQLqyPxaEZcc21KTFOxI3jpoS3N2fPOgtnfPe6Q6rR9GwA674=,2022-08-22 20:47:06+00:00,gAAAAABj7UmLaWLE54ynqDZRrTngcRti7q2qhyg19ZVv40mOPMjVymn_aFAAeznQ9W8wV5oRNFFYoKezbgVFF8vGDqt3-ZAKJ04dCiv1JlUj40Jj5BY6ADA=,gAAAAABj7UmLyjO94HNB4BNNAujskGffWyNMsNB8twNQVm8qus_ksthi60WqhuVAGP01ZGj8aOeo7DVG7-ajxyI1ObwKgLIP3w==,gAAAAABj7UmLx4Xi1MY_kN3gz3z-_EAgu4_ztMSzORMX_0fFcDicKYiSHfZlpsCpev55zGRgGc8-cdzBJkCql9SSv0ETn3smNJ0GB8sp1H2wYub_H9PMJHvQKPHcXonNkQjvRGO3BeqjxIZnFx8uWrIRLMOX5lBY5T7DZpKG3fb1UIx3JfZbi2E=,1,1,1108808595418816512,2022-08-22 15:56:18,2022-08-22 18:56:18,16,0,3,2.413055556,1,2022-08-22 18:30:00,0.027750965,0.02173913043,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'mariadorosario', 'id': '63118359'}, {'start': 54, 'end': 69, 'username': 'jornalnacional', 'id': '214570761'}]}",gAAAAABj7UmLNooebOjEs6Y4mF-i8tKkzg2UWN5NT-Z3HqrqbsoRbc1IxX6tlujxGVN9b_53cmd8jeNXwOpiqy4GAEw78m7_A9YegdNNpBZFl3VzvNSxAqw=,"@mariadorosario Eu queria mesmo viver nos estúdios do @jornalnacional , o lugar mais acolhedor e seguro do Brasil. O #thuthucadocentrao nem suou.   Bem, pode ser que mude tudo na quinta, melhor aguardar",63118359,gAAAAABj7UmL2XnwOLEeRNrku_F6-C93heKsEXw-dKaRlrYcz06jkKUKARW19t2IZVuZ1HEJsTr-0yjRagaXl0FISxtZE6tUqA==,2022-08-23 00:29:57+00:00,gAAAAABj7UmLgGXaTHJvvS2MjJOV8CxvBONRnxwBR51_r9gZkG8ZjRPHfaqK9awiB2Ihmx7FuFPgQtd1lJUh5E7JEBflpcYKWg==,gAAAAABj7UmLjJlgiwvgvqq3DFbwAXFC_2nAok1WMhlP8WTRgyC-UQFgd7C-Q9gl94Q6aAAFZtBGq7-oVHGza8U9FZ5vYKcEDA==,gAAAAABj7UmL_VRzVIaR7tXWIDw18X_jYy8Xy_wno_ul1v0L1HJbqU9Eesc2-09ij8VNf5BBF5W6nHV4WypKwUrK0MvMpSpdPetTw0oNWzIoa5q5WZjw29DXqiRSeacplRdm_C_nB4dDcU79gITI8IILH3VtYYa04w==,2,1,63118359,2022-08-22 19:04:07,2022-08-22 22:04:07,62,0,3,2.923333333,1,2022-08-22 21:30:00,0.002247676,0.007633587786,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}]}",gAAAAABj7UmLeZwxadVeWdoErl9ya52WrBipSjOBTiux1b1o1v7-HFs2y-VabRGzuTJiYVZsyh2rX8hfGl7lu5Z4acEXoaX0f17537HZnPxR4S67hC54dAo=,@samiabomfim Vai receber em x salada?,27703690,gAAAAABj7UmLIfexI-okxLfC6pn-73ffOD3aU3lZBu1b7jzk_bbUVyw0NI7QcYL_BGSpI66t1d0n3BJeYgGK0LDinB5ELsEeuvuSZ2vxQBcg06YknSISDvw=,2022-08-19 13:19:13+00:00,gAAAAABj7UmLvuGQLbEDqjCa1UDnpMQFCdTok8RfHEY0tqUazvi9Y0iXj1ozQYGnMrk6gxd-MaV3BfZQGfSsJYk6Q7M11PaBLA==,gAAAAABj7UmL4AVmmxoSYZ20K8opPTfXAApdQWglAX18Zlrb2oM6H5jGucKwi0GuGrbJSZ62FPYLQ3u-T1GYEPRTzqve6yLrsA==,gAAAAABj7UmLaDSM5EATLjhWHRoUVvI84Y72GS8IQYzzVqh739hdxrPPTVNoy_GOn1XET6aOQV-iVy4sMeiOdVTn0evqL_CU16AfoLyUS2Cg9gzVZo1r4aRqiBZBtaGvfqe8rj-ljP9GRQMfDBNRQPmwzQDVuwqwLA==,1,1,27703690,2022-08-19 07:20:42,2022-08-19 10:20:42,217,2,3,2.966388889,1,2022-08-19 09:30:00,0.060762554,0.0002329916123,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'PazuelloGeneral', 'id': '1519440468949573632'}]}",gAAAAABj7UmLDBnqE-LcWn0vHBK_npgaiLhtvu2d7ov04sHuP4k3ia-3vfGFZM6QdSSUM8x1_Mnzp9MCIJpE56sOsnF4dzU9nAUf0CeGK__StCggg9zryOA=,"@PazuelloGeneral FIZ ESSA EDIÇÃO, PARA O GENERAL. https://t.co/AGPttFxEaM",1.52E+18,gAAAAABj7UmLXKX4kQsPcjStKW0lM202wKKsbI5TRroHQFkUjraHB57tjkXTopB7TIsqvT8IYoUakKyZ46u57LRk2DneMCpZbw==,2022-08-21 21:36:53+00:00,gAAAAABj7UmLZi0xEPtUaRm4LG0km4UNw4G5Qs_yd7ElnHxgXLNN3LrU87y_uF0dHM37gaJHItW9jK0soiMMsOuIk5aCnpEAeg==,gAAAAABj7UmL-HO8QNxKKNMByrNz1XeJp1_m2ltR9HVUfnLLa4g9ssKsHSqXl-SzNaSC970zIpnbU4cUHiWxPH8IWTCoh205MA==,gAAAAABj7UmL0kbUi83xIE1xeRGEKIXr6RWNb2ao6-QRUg7MZmqiXaWBR3fBtoMqTVaj7ApVIjSvJcYj1D8xlMsAq3fykbov30CKw-PyoJLvk-Lv4E-JjGDKlnHFpE1cYt-I99AG0QsOtML1o2FaYwQ_TpZM7YRIkMcbXeJAnnlCoixcepTbgOQ=,1,1,1519440468949573632,2022-08-21 16:05:02,2022-08-21 19:05:02,23,0,3,2.818333333,1,2022-08-21 18:30:00,0.0033035183,0.01282051282,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",gAAAAABj7UmLOBhq1RRdX_ss6JyvU2loCDIlSUkh1P4aNQg0VOZs1zc_YFzUSUBp7zd2pGBNDSWR6cBljED2fHwemOsGHQ9OBuExNj31N86rc_ZkCftu9sk=,@CamargoDireita Nojo #GloboLixo,1.49E+18,gAAAAABj7UmLDcYmGQc2VHxe1QJIL35whmnsSQTajPrUg9--I4OZ-gAmbaKcrjWtAEhMkT82dDYyXKx9L5ImMRtf-SNYtwA1iqtjTyMCmGa-EnJaNnD_aa4=,2022-08-23 00:29:20+00:00,gAAAAABj7UmLlKBgAPPrrIqG-Wuq3SsTOp4P7xXeNKwv_4B1pgWboZY_MdMqW9gmyikELXNOBXVLNs6p09Vv9XOZOHIqmbluxw==,gAAAAABj7UmL2G5OxNVJ70mz43iSyu1dECvr6cyFXWc0fo8zoQdGfcrqG3BZk9CSOab_TB8vb7Q3SGuK_7YpSGOu73G9vSAbag==,gAAAAABj7UmLet-g3qABaVZ-H-xkuSe1BPm11qKDd6hrSn-Dyqc89nbNlcBDDsCfMjBFiu_pCwpAXPVuKTA5v8hiCkyjr7TyKqf5Qli-jJG6u0Fqbi_hGPOYcWLNGfY6wwvG4QcyFTBE1LzHbOi6TViApJnbJ8hX6H9Oe2_dyaahDifXjvWO0NA=,1,1,1489189886670381056,2022-08-22 18:40:39,2022-08-22 21:40:39,843,0,3,2.844444444,1.0546875,2022-08-22 21:30:00,0.045035657,0.0003486750349,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'apropriajulia', 'id': '1382550118314999812'}]}",gAAAAABj7UmLuADbntOT53w9pOguTbRdJPUKsOqKdsdtvU0IJx_DAdhyU1XoWR-NhjrIv0-8OCHXCOBIuVhl8RTSTwtkoFTD61VS7W3tiDkERhbwOCeMuig=,"@apropriajulia Escroto, bêbado.",1382550118314999812,gAAAAABj7UmLMWjtFud0igM23nxmmRH6z3mVHbwkMUFqAbpONrRJYUCf8bZnQyR1_iRn3u5PRqgpWm9CXzsd1487GU9-dycqLz3KHK2o9shgEfo6zDy70Z0=,2022-08-19 07:33:23+00:00,gAAAAABj7UmL-OjFULhbkwFxutFuUe_Se2Iw1wud7dyEo13Vv4YOAf7Yqd7ov8SzceEptBlRclSuaTzuHxHQLm-hnhxxAkC5Jg==,gAAAAABj7UmLJk3at5YESJxs04j6jbhyT5XJYTfCJ28qaPa1NZith2hmFluqvv4u2yVFRWbVCJSp7v8DQNWViPdF3K2Mqtjj-w==,gAAAAABj7UmLqWoTUNu733eGRbcakfqYB14xau4Zj3hN6jfmbapZ4mqsr-mql6Vsea7leijavaE-lKY4BAvh299oD8Ex8u_VFmKKdloDq8Z0Nq2uGOyjxeEY0j-8dMDpLovT5LcbIk9PNv4w7EGJ8YR0ho2GgYpSug==,1,1,1382550118314999812,2022-08-19 03:40:42,2022-08-19 06:40:42,4,0,3,1.794166667,1,2022-08-19 06:30:00,0.28321576,0.03703703704,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'ToniettoChris', 'id': '1110626741314306049'}]}",gAAAAABj7UmLJapO_mOY6tS4lpKlL4VQMCqXXnOooeSPqyEYIrKrHMCs29NicIxsPGPrepeS9L_NkWt8n2VOHkGJIcT0QGZWsmjWQKX7qeRLqdCAEWji8Dg=,"@ToniettoChris Não dou 10 anos pra tirarem a estátua de D. Pedro II daí e apagarem, de vez, a história do Brasil.",1110626741314306049,gAAAAABj7UmLQ8QM97h1pv5MB4kBm7KVuJt52ZRpSGXwds8IXHiPQ00B_RGRQRUSi6_Fk_8pErQ-JWMtYSa-wDFrZ3teItGslKwjms-lmCaA7GteRnwHhiQ=,2022-08-19 12:29:56+00:00,gAAAAABj7UmLnebQZx6OTo5KRFxDp8LNUAVmVbiG_SRBUA22oElRIvtujhT-BbKS5lblnEqzKcwqVOdh-M0s82MFQhJ_czlyVjgO1FqyxyjUdeMcdJe6Pc_Ec_OgbkF3JDuwzqrv2OPc,gAAAAABj7UmLPrXIL6TOl6ciM5GE30RFXKmz6PrZ9kqWsK9IHzMlz0IC0lGowAnAQLkYDjXCirC4beAviWWsMYzzjfWH1ANdWA==,gAAAAABj7UmLiBzra_Gb5XuM6geRyqgCUPmk3lNurul_Cco5UkvhXDS49uHcLDbjVhbW-GePz47QQBWEYDBRAOOkR-RAVi8CcDd06oG7OuepXh_L-0GX_tArhF1HVQJn_WSdAomHzHhHNRldqDr2a_zs1Fp2wKJA_w==,1,1,1110626741314306049,2022-08-19 07:09:20,2022-08-19 10:09:20,2,0,3,0.1425,1,2022-08-19 09:30:00,0.009941002,0.04545454545,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'marcelvanhattem', 'id': '21069302'}]}",gAAAAABj7UmL8loYMLqP3HkmhqpWVj9tvbJG0dgvhlIKVUvbIJ4KTnsEa9zJOSJfzvYoC2vzVpl_c4xleyb8MR4mEPXajA-CQmoWG7PqY3VK2HpVjZ9w054=,"@marcelvanhattem Nunca vi tanta bobagem falada junta. Na verdade já vi. Na globo news e na boca do Lul@.

Ps. Não existe extrema direita no Brasil. Vocês nem sabem o que é isso.",21069302,gAAAAABj7UmLQvcu79AQipzlkjz0dt88V8wUrhep6zHoXeMDMKUuD8uJBS2A2i7HHJm4Rc3PxVUpDYutcDzpxi1vC0LNIGcUcA==,2022-08-17 16:57:52+00:00,gAAAAABj7UmLXEY-C6h_dTugXu3uNTZDtw4uwGaSI6Nj4-Z6NzmcNyXoeXphqgHOIhXNS4sRolgUsgry6ES2lMeSEmxxr4AKzg==,gAAAAABj7UmLuJPTF3fVuxIik8omD_TyHdwQySN7_IGGsdcqRECGTJaQrukS159XyZzHcCh8H3_F6u-ZCm0QuuOjM-_plpgugQ==,gAAAAABj7UmLmLXAXgzw2qaCa9IbfoTp5FGNkiTrAUt8LjE__4BPcCdIYxbSbinJOVpBJK5DpFnZcdDdkDS1TtmWfoVvdvp5tQnwLg6mlkLqRkqjjXZSq8k2tGdm8J6pv3k9uEUF-b5eHu-UeTRoePhZfB4V73O_2Q==,1,1,21069302,2022-08-17 12:52:43,2022-08-17 15:52:43,4,0,3,0.9366666667,1,2022-08-17 15:30:00,0.08218164,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'monicafraga', 'id': '70207244'}]}",gAAAAABj7UmL-BRmzlg-jatjjaWX7NSApvn6sHYn4Dy_PyqJUhtveYFzbPEqL5aq0JyZD3C1KPtHAJccNdYGQQxNLpfcsset0RUVxepyNNO80EHD-meL4is=,"@monicafraga O mundo não estar normal. E no Brasil, não é diferente.",70207244,gAAAAABj7UmLa9WxKXEFb0Gg8Yc89-hZ-csbqCw-raSJB7-yZhmZ-G8wk0Nkzfwhx4ZUbCRhY0-aqvAdZJBULPodPKQpXpkxng==,2022-08-17 14:30:10+00:00,gAAAAABj7UmLiis3witLDaVkhUuNLl3vNqRD0WYtflTt1-XVKBGSBvieQCVU7SoY8OmDJqGHZlOFD7AEWjHHOvYbp6Pu8qhb4RyXSKsJf7nOik-7DzrUDmo=,gAAAAABj7UmLBVzBZfbH4AwCXHs9wmLWSHCVEbCEGBtjNuEAy8-LldPdZX950vdKMaFocoIu4MYf1Wkuetwt7YuGuDn0aeYEaw==,gAAAAABj7UmLcmqIFYxbcd_DQ4Eo29ngFu_pb7vfq7gz2kdXU7FUlc2dRuPcTgqrxS1xEeLrGNvEeOGE6MgNEFu6K7CjkefIU-tBH0YTd3VNbtDaVTYCNir9uZVZMKIfi8WbPe9USzs53ELHFG13YsJsZ2hQmMhqEQ==,1,1,70207244,2022-08-17 09:52:54,2022-08-17 12:52:54,16,0,3,2.178611111,1,2022-08-17 12:30:00,0.025967246,0.01724137931,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 11, 'username': 'TZTarcisio', 'id': '1532784410461974528'}]}",gAAAAABj7UmL4xudamvgHUN5UwuvcYS59GM5wp2pGQfC90U_HyYEmo_h_QYQSZIOLcd3LI51E7AfzcvMkpN1369ivsqqg9dkcYGyKOSmtSN54474fJ_6PpQ=,"@TZTarcisio Bora lá, Tarcisão da Massa!! Tu é o cara, estamos contigo até a vitória!!",1.53E+18,gAAAAABj7UmLQi1DiyghV4-eIsAI2q1pjNgPySqHsq5V0I9FaSO6UtKdqOGmQKrg0UNn8VnEQdMIbUsXjoPDxcUibGlWu_nfHg==,2022-08-21 16:08:34+00:00,gAAAAABj7UmLmNRwfrVfvpmSXGHCQX4-TcjJwtssS_q4GLAQbJzQhpyyNxL-e0cjWugWP--JF10jtFEAZi-FnNLL_DuC3PE7Xg==,gAAAAABj7UmLpC8I1bR8G3HQC-lEgGyNE-cs6iPLJHxqBGLB2EVjD8KeNLYuzpPvZRd2oSrwSWKw5ciH_KEBBg0SM_xjtPSHmg==,gAAAAABj7UmLBN-ha0_obyZT9cIr74DVeXmYY_QuNYOOZQg20_TS8RGMjZgBOrkzf42SJ_Nx4Os3Us6ca-PyvZfygKDfKR9ghu6GuW8kMlcd1TT8BUF2qkkWJRuURuqXno9LPf4JMLIkobNnkEmHF9WVpxUYlBojzQ==,1,1,1532784410461974528,2022-08-21 12:50:57,2022-08-21 15:50:57,8,0,3,2.273888889,1,2022-08-21 15:30:00,0.03567244,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'Alceu_Moreira', 'id': '111045942'}]}",gAAAAABj7UmLggSBuAzkh4is696WrwWlSU5Ye5fLRsQvyiz76I6noWTJ51M8deirVcRcSeUtRLovzXxPhhOEsMU5x0ZYHuLjgWcwFE-CBWpm8c5exXZ_3L4=,@Alceu_Moreira A verdade é que o desastre do governo Bolsonaro e que está levando o molusco de volta ao poder,111045942,gAAAAABj7UmLBlVu5Ogxru-pqOEf99s4tOquDBsGzJtGMOrK0AzsSwjCkSvTaRRMdh79t8MyyMFDX4JEX89rHuo_WGA2EMV9GA==,2022-08-21 10:23:16+00:00,gAAAAABj7UmLYzuyPSuPUlVczBCtmMHZ5dT6JAeQxUUS5sdfz9gmY0hJ_viPudmp8O872NczTcpoTCRrTl-LmPen5QLefjxibzT7YDgvy-F2hSJT9N8Usys=,gAAAAABj7UmL-RGKsuDWMTlhY8Zleqplt1eQRHBnYSyUyBEuUFdPwXVqOZU3pNuW5FjwmzXolop8sMwIYLGh7jF7LcRu078Z3w==,gAAAAABj7UmL1Aw62OZp3_8y9pPIJ5zVz8-oNVuKW7xwgTRz65POBDWYMRBHMs6Remx2EblO_uClFhJAoyN4_1wOCpefLP0nmIlAgyV1HK_GZjpWtk1QePV_RtmybMfHVeUKBq2Vgy8Wv5Ti9PNv4frrJJ_0k6mX_Q==,1,1,111045942,2022-08-21 07:19:23,2022-08-21 10:19:23,2,0,3,1.140555556,1,2022-08-21 09:30:00,0.028165748,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 14, 'username': 'ProfAdelino13', 'id': '1174059294473539584'}, {'start': 15, 'end': 27, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmLgvcRe5fvv7ml3OsWnB6LjTg9cy-zmsm_9o1MMe_GjNevdw78B2zYkGKPH75-3WEDtAXqQ8KDXg3Zub0MDbac1iwF81e-KuIK26p3X9gDjbY=,@ProfAdelino13 @LulaOficial Issooo!!! E foi incrível: entre o Tchutchuca e o Ciranha... https://t.co/GovxHmyudK,1174059294473539584,gAAAAABj7UmL-_B2ImTOhTAv1QXJDlfqZxnVj95oTw03nrf9KXfCTqlSwYbWclCbX-6P2TOkHs9XSYxJ80idu3Cre54YbmZawg==,2022-08-23 12:48:53+00:00,gAAAAABj7UmLWiNtum4SJ4bh0Vm7ZK5pBCOezK51aqqr4JOIkqIZ_29ZnRzmewD0lZdwVFZ3U9yaHW8uFkRC9lxtijkJge3OjWmTKuI6e-GJiPWiR3p1JCj_NpvgscLGthvdBV5YIOJ3vM9kMjo1V4bImEe-m5HY1g==,gAAAAABj7UmLmsNr4sBPnyo7ZkmC0nua7YocW5p7BAB5mDz_iN34c1KQHzLfM7_fXhzV4lVHvNj-6KlM0k3v1YNrfhcGnbuWbw==,gAAAAABj7UmL8NSOavDA_ukpkjAVOq7HrcjQ5L8GgLLJKokRfkBcKs953hpA6HGC6lQdgRJcP5-HRnMsMS2bi-WMLQuO4MA8dyWDdtzPgI3lvyYp6K6xqhbQE7mp9iOCuE74ObmXm_iabRnF0HdOFeQ7-bV5MI-QzWe3simcwq86pkqZdt8769k=,2,1,1174059294473539584,2022-08-23 07:04:04,2022-08-23 10:04:04,2,0,3,2.1775,1,2022-08-23 09:30:00,0.00641036,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
