id,created_at,text,tweet_url,direct_reply,batch_user,hate_score,target_prob,violento_A01,cand_objeto_A01,racista_A01,machista_A01,lgbtfobico_A01,violento_A02,cand_objeto_A02,racista_A02,machista_A02,lgbtfobico_A02,violento_A03,cand_objeto_A03,racista_A03,machista_A03,lgbtfobico_A03,violento_A13,cand_objeto_A13,racista_A13,machista_A13,lgbtfobico_A13,violento_A04,cand_objeto_A04,racista_A04,machista_A04,lgbtfobico_A04,violento_A05,cand_objeto_A05,racista_A05,machista_A05,lgbtfobico_A05,violento_A06,cand_objeto_A06,racista_A06,machista_A06,lgbtfobico_A06,violento_A07,cand_objeto_A07,racista_A07,machista_A07,lgbtfobico_A07,violento_A08,cand_objeto_A08,racista_A08,machista_A08,lgbtfobico_A08,violento_A09,cand_objeto_A09,racista_A09,machista_A09,lgbtfobico_A09,violento_A10,cand_objeto_A10,racista_A10,machista_A10,lgbtfobico_A10,violento_A11,cand_objeto_A11,racista_A11,machista_A11,lgbtfobico_A11,violento_A12,cand_objeto_A12,racista_A12,machista_A12,lgbtfobico_A12,violento_final,n_violento,cand_objeto_final,n_cand_objeto,racista_final,n_racista,machista_final,n_machista,lgbtfobico_final,n_lgbtfobico,controle,lgbts,mulheres,pessoas_negras,n_grupos,filename
gAAAAABj7o7T1Rp_CpMum4UuNq2OYa7JJ0tIiUz_bTBGUK4aaeh7XG8eD2KrnftYbqdJCOUUSKQv9s4PLL5dTALJwT8NMQTTpPScwxmPf7IPrBDbmZSJNKk=,2022-08-23 00:09:09-03:00,"@marcosbrazrio Paulistas querem ROUBAR, Brás ! A raça mais nojenta.",gAAAAABj7o7T25K0_rvxONGE3GFTIKeJQitlHA0eRiavPM58Crd3NXL9PhUeBRqJ6arSBKw8tub_4jTWcPTiUO0UaJ9VtItG8ALwKaT4-G2KpooKXjN67d-y0rK3WqGNo4UgoP-ToYehjY8WaFp9Iv_WmqTsgV91Rl0CRoym9sCxLq2s1CHTwEg=,1,460343731,0.58930725,0.987951208169726,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T2fJ7Au489zxawGMcTuV9jfgM8z7_OEtJpTDae53AwUY-8S-YDQVhZExIc_zoIOKyvmXrZrGcOAJxaP0xTCSgvxyeRXlk-x4Pel6g1PzSxUg=,2022-08-22 22:44:18-03:00,@luizaerundina Vai pro asilo vovó,gAAAAABj7o7Tdw4oRL6J5znML2a0_B3E3JE_dYZ-XnSgCiEhKfi2XWgWdByqD8wMh7dcsUCo4uf0H4CDzinxzY4JhKPLITgALzK6eE4aKY6ZtikKVh4tuyePG8eDvzvuv2iZpzFW06e2WkUbHpAfL7JNKuWecIoi03Lu2Pvr9gWCm_AoJGNyT20=,1,55022037,0.50261456,0.9945954075100708,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TAgGRF1BouUaZcmMwR6PRuZUIOvhqvB3RmCbLYYzhfaNZXAcorVsro3G9MARBRrCOwkmRBMxNR52-LoFsUbZ8nKGOKCdRsShL3-JtNVfeFIo=,2022-08-22 22:12:44-03:00,"@luizaerundina Cala boca Palmirinha, velha gorda",gAAAAABj7o7TlyyzNCMTQXjT_MglTTe-bQt5VRxlLElov59x8bTwmfX69q7HmKTgK51PnUCZOazdcrf-LVmz0PnIReoEl2234Bt5_mENj8dCEyt2btyv1nLi4RRHSX3zgeNJBW9uBkIUC9iSRBdzozpwA77qMIjfSWoW5fjTRWGI5UhBa4vnnwo=,1,55022037,0.95264274,0.9994048890189104,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,1.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7Tm4uwHy_ZUJSLaSXIoN8SGZ3gzdEZKnqBt0vPy5ZoO41QyVh0u03Hqb-Z188_w6qK35wJQNpMDLpV8ycf992O30f3ReOfSfBgjI-uLJ-r_yo=,2022-08-22 22:10:35-03:00,@luizaerundina Tá na hora de colocar a chapa no copo com água e ir dormir véia,gAAAAABj7o7T-oAEsze1ar7-yXEZvRc-MkPI0qGHucgUW1qUvaofyrGL2JanBZyyiMjH3poY3tFtZxITtxhszeUs_N-qECQiSeZTcuR1zEoorlTepkNsEsk3sA_tims06yucs_EdicIz8eVQpK8816Mu8HvYi1tzDEXyCNCB-xLRPz6fdjz0sKM=,1,55022037,0.7585581,0.4932743230433256,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7Txi3fDfUSE9YaFBBsFKuUC6kfRgdvNFQ2WoRyECjq0SMHwiUaO6q0-rp4eW7DF5Xo2Wa4sevknzOySTlfAzvvK128kRmWXM2z5jaHNZiX5Kg=,2022-08-22 22:31:25-03:00,"@Glauber_Braga Parece um alucinado falando, mente demais! Olhos esbugalhados! Cara de que estava bem louco!!",gAAAAABj7o7TRRcNkKxBu45h_Kk9hvAMUTGSmfCQ8mLuZzYCiZ4eHVpd8v06BGV1nazOE1STRbNtV8_2uVWcqf0CtYHlEL36BlWpyMskI0y2e7GoLZ2WZbzroMJ4c_FSrq4klV6R91SJTuEUyKRuFVkNa2T0rMHXuQ==,1,65720380,0.043427233,0.9746905776399432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7Tj6EkhU9jYu0NjSC9XJPgPJtEFK-1AV_9sCH8MCcmIvXB7g57j6E592zlCMz6EEVZ6DfkL15Ph5mMoGwEUo3KhFURQeK7lNo0N0GM2VtaeAQ=,2022-08-23 00:46:40-03:00,@djalmaneryneto Engraçado que os gados tudo andam de óculos KKK.,gAAAAABj7o7TS8Ud65oOaOKTdwrLcLGUqmImLh0MXlUaDxOmhLuKpRjL61D3F3r17RMDpWF1gNQzZmXl5sGWfaPzVEidyHu0ck01I5rM6jUII_Oahrh408zBGqYqpNXmPatLal0nLdFwCFzjsr813H8fNtya4cJHWRFHUJdD7x7Gyu4tgqvfx74=,1,732299122242359296,0.37276876,0.96361408905656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TENoAw3IkjNSsajRNDP4XM3IIErBEdy8cZe4XOajbY4PY317va_AFzqypRETIEH8drw3lJjtuzUsXpSCPADl4KRcLzyVI0rHFagFCKbHWjOg=,2022-08-22 23:05:33-03:00,@djalmaneryneto FOOOOOOORA bananinha miliciano!!!,gAAAAABj7o7T9Q5V-48GEOurgbgtJPsfDp6le7snIHBpBoVvk4QEUATZZeVgG6VnS0k9dSJ5BKAg2s3OqCvJGHM4-oT-IAZ-XnNASeE9ZJDwpKpmGccGimQi1Mp3T2VPmc-wmvMJO2vGyrSN7SnYEEoHgP4pSqBRvw==,1,732299122242359296,0.7429885,0.6186785667867531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T9kxFncotC62P9hQAR66WuymDHRdaqN4IOWc0tmchFy6B9mbbtVbuE1T50lZmwyz0kTh4eTy8TfKZPV-F40ceVbn0YGjOQ7Gdq34QBF52ZkI=,2022-08-22 22:14:14-03:00,"@djalmaneryneto Machão banana. Inha cercado de machões milicianos,",gAAAAABj7o7Ttp5O5NlTpPDOAviar8NEuEQ9BtrJ-Sop4YFhnxSdaV1pXTVZ8CW7KHnWOA5_VYBWHOkLaqAKIEUYESJK4VptOtEcjwZD5NdsQALTS02pCHBBMw7AmYKAf6_sH6e6-yIrX4XaX8t_BX67_bIMyB6nd43o8VEsQ2exqnXdSxPIZds=,1,732299122242359296,0.93877417,0.0892236766749629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TKs2CFgFm2ISGq5_YCMI5jvixqnlFK0mHI8JsZnM25dcuz3i_Bh_I2CGi3GO6G3LthdhV-iaALwwvTwAzGv0E4A2qNGc455nudzQe9boKWU8=,2022-08-23 00:21:27-03:00,"@heldersalomao Continua mentindo,faltou óleo de peroba pra esse cara de pau",gAAAAABj7o7THzSSAIuFRxyd6shXxPt7Pj5AWMkbXY9LZwT7QAWeFiNduCo-QR6Ah3mmvEKTo-zrz1NMgcAmHSmZH8FLvjSMvpmnJ_0hBT4mJEuy-c16JCsBSugwi31Ti69Va4pvcS6auuKal-oLKcVTsNPKkH-1Tw==,1,80575628,0.64792585,0.999075003345401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T-XCsrdZqoG-OtrLAMY2pZfb0zYWyoI2FnltpLwbV7HGWfqQfncLI-AMhot-REGiElbwIxAxWqqbS0fOsmmeAGAVGsfNHT5Om-cJlVQDp6tA=,2022-08-23 00:16:37-03:00,@heldersalomao @joanaaraujo1953 Pinóquio facista genocida imbecil ladrão,gAAAAABj7o7TGDiGjLptiozewMezmQebvot4hB9o3ZNBQLkQhyePgf2sfMXYUuYZ3XDXiuJatWsLtYXTdKDJA4o57ZMuBPVy-y13g_qbo3Bnbe5jA1zSKhwVM2qfhoHhjQxHYtjDmMYvN6O5omYPxQu64McTrO8ataGtP4MoD_JwRXTaFOzOwZo=,1,80575628,0.92798626,0.8788564155503679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TiMyegLRPttMQBcqSx-Ui39dHgNWynPp6mwVSQ5AXW8HOaRQ3h7rfslBrIXn62R1V9degrZh4B93TNvxolFQgpApEniJMxRxECR8tosZyTOo=,2022-08-22 21:52:59-03:00,"@cabogilberto Porra CARECA  Ta de sacanagem, vai pôr  gelo no rabo do teu mito.",gAAAAABj7o7TGoklDdo7SHnW6TWjxYRc3J2fACwllN7c9Dm-5lJGrqcPXyfjK-Jakpdpx6A6puN0mCrnAIJlAWkBqZt1951fID0mtBI8JUMvZIHuocyWGhBcAKfhxQJ4ugbqwtetbeA9LBsMOWHYSCmueNODoetEgy1MMgVJJ8ebNQEBDqDnZmg=,1,95526088,0.9840072,0.9984124348224892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,1.0,1,1.0,1,0.0,1,0.0,1,1.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TUE1NEhluRza6cxom9IxgG4cEQCWV3bgntuiZopHiDlaTXPeYWVvs1kJfXXkaCuOU--N1pebYgdcPiVPI2z1o5_6EOmfkLHprZnt8QugJyok=,2022-08-22 21:38:22-03:00,@cabogilberto Dois merdas,gAAAAABj7o7TGFigiQ4okmdsQIqtdqpZHYSOvCwuNF6YRbvgGcqbgqTW0V6pTXp6u0mvF6ICXU421QLm1WL-JBefmLT2r7f4i_0ZUjb7y9HyxlzE0qQb_SxaJM5QMsWAHDAFB86L8tD32rOwGxs9ju3ENqeixwK5FQ==,1,95526088,0.83110577,0.239858595451086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7Tv8SLNCcRdG9_eswR5FSaidpo9zvPrwb-ZH5eprTr6jevC3MXtP_jblGX_ZCvwJC7ubB4-8PG_ZZG86pSs8eCU-qLHeQIIaiKQfELBzBGslY=,2022-08-23 02:24:11-03:00,@rsallesmma Essa mulher é só ranço além de feia.,gAAAAABj7o7T28fDg9y5BFpJmINg-q2iRKmLq00cZ5rgBY8RLRTMHt4p9Nt3NtQ0rWhfKezg6K9h3gBEmKR28xXhy8WQMVgKH9HlxeWQHm1My0qp42-r8NcWa-ZdH030Y7eyUBzxYSHMuuqkGTZkDaW1CZ-fPX4F7_Sgy84YNIKc8AyMa1odkJo=,1,971822131024748545,0.8381407,0.4505685124734573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1.0,1,0.0,1,0.0,1,1.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7Tk3knAo_rSkhJ5lgYm5hYJ3B6MxsEb3Y5kLxops5VqKmDu0G0lkcycrt9VIz7n0d4NxBtWbXaxQgiFIS_E5DDP76ldND4g14sYWLQnFS4Nug=,2022-08-23 09:39:53-03:00,@tabataamaralsp @Anitta Kkkkkkkkkkk a Teletubbies tá indo de base 🤡🤡,gAAAAABj7o7TqU_EADu1al36r8BXyGqliFEbzkp3BaqPC_wFKMzWJrvhPTlXxVGS0pemErt6gLy3IWAjZsbbB-XCgmkoy2WZ23Hx1Q5BSua0_rb9-AdwIoWoM5fynhXAnQ81xVPQxtn4uhH-aPh6wwe2UUR9fwsahSonWQttQ7ozUaGcek9UyuA=,1,1001251931812220928,0.13518418,0.5580426052825074,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TndHXwmEzJgWNt0Tzq1bgsYUUpogW56988jkscQJzGpEzwh0BC7WNkgyQ7n1fK7quXdduqOWkE9sBCS7stX4wbxmvI6WxHQtv7WzKQ8S67Tc=,2022-08-23 08:55:09-03:00,"@depmgualberto Se puder, ele tirou daquele lugar. Uma vagabunda, militante e asquerosa! Vergonha.
#DerreteGloboLixo",gAAAAABj7o7T3mUoVuppqh89GTuwqDkmzRzuoF67gzkHIzTyr8WdS57ytrPgA8LyMdkTi3Pb4oNFpqiVKMQ2cDZtFI02hzFW3R2d2hMGu72fCvBF3yhZDGOOI0MoZB5eTCsPLjrGFOTRYBBG3JOKdpsr1mtRLp1mCQ==,1,1053123917785808901,0.4167203,0.9431171705188436,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,0.0,3,0.0,3,1.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TK4YVNIVpzjrz-sBEKcLw61yL3TVT9pcST87xmEJiqddieZ-PcTk75mJH-maP2RG4YZrf39TldZ26eeMaH0a9Anc_CuTRhesmA7NfUpfrrJw=,2022-08-23 07:06:45-03:00,@joicehasselmann Ooo coitada,gAAAAABj7o7TMjicGtx1NCJzO_nrXUugNn9jr9pCPCeX55bKglsBb1iFAGmYpIlXjvI2gWYeUAIJ8pCzLpU20kP1_7O8z5PVx5E9t1rFYS4LcRmBeu0rm7xWyYKSv731s4XqdaM9Ru5PP0w-h8XSBZAOiPzv90DX74RPPe8dj8AT3XPypq9lPes=,1,116519514,0.79745895,0.2081156348767494,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TJxHG7IGZ5A39_XkkDmpQt3MHJp16HiWV6uQQYNqQ5BVeW-HYI3RLA3veLWux8Agh3xAyY7bQgBTDwVwTJ1AMY3L7BJjH0fvrCdggH2KN3Sc=,2022-08-23 09:31:09-03:00,@DaianeMels @tarcisiogdf Aqui no sul Onix,gAAAAABj7o7TWLjtqqlfIiZIjNNR7bpMt44aroTH2BdMfHaUCLkgEVmO3YR3Swi29GSSbrE9Dzl8xXocACj6oZcnPRuCvCBijoE5yfxnJg3Wqdj_1nLxtBDlfMCEYE7hIW-rn0wp8iAjzrIUBan3hQU-Ydjk3MPlNQ==,1,1371853317844914189,0.12560333,0.7758562234051114,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T8SHvMjFs0O5BEd0_Dw-xshnW9sGD8bJR9PIel3dadnoppddch-l7OMIQEQmN4AatBh07EnD9gnSi-F7LZTBGqIm15BhDTVazLUichOMs_Lo=,2022-08-23 07:59:22-03:00,@DaianeMels VRAAAAAAAAAAAUUUUUIUUUUU,gAAAAABj7o7T90IIeq20I4HtClsxdGqHyBv4dRvR3WaHMITVwqivEDdmlTQIXoQjFDHSc0dwArTzaDtd60XNMsMZ76tA8jMhxOxc5iO4eEz7dH8bhbhvFfRS5FbqaCPZ_Efx6j-ZbgVHOVyjiSsbeWL2F8uiUYvZufz0jRBt7Vwoy4ArZYNW-uo=,1,1371853317844914189,0.22751962,0.682409625911611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TT6sH_gdlsDd4DUqRLt2_0LuocDx_tlmZvmMREn2CbPgSB1AuQlHjQm82O98fzcGOKHvFYF2VzJYT7-IPKQHc-byzQt59MVkBt2JW7ZplXaY=,2022-08-23 07:31:37-03:00,@DaianeMels Essa mulher e a famosa quem ??! Não conheço ?🤷🏻‍♀️🤷🏻‍♀️Mais uma dando de vítima. Essa envergonha as mulheres.,gAAAAABj7o7TI5mbkvGjiuBlcxI-B7tyhLs1pnRsMV96VirOtRare_bbAKg5eDBwqIWwLUfKBrS4WVsD7XRC_z34ubPmLBp7bvKNLxV7EFOdLtd68P8tliWw9AeAeeIxnDi78ipceJLulc_vSA1k0QuUYC5ZitwWYozIyNikDKaq4yL5NT610PQ=,1,1371853317844914189,0.51903206,0.9984850728565547,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TaqP-RSdXGJKI_Aw_UsQAnKIt7o7v-oEs9pprFtVTVFYwR8fFJQawtginYEw899X9Y99oSavVpIrnm4FYV4vOK2jfgnjo85aUzW7FkXCIksk=,2022-08-23 07:27:58-03:00,@DaianeMels Só dando tapa na cara das zinimiga,gAAAAABj7o7TsMBx99G4nt-rELgxKusooN70y84don-z1FjLJQQOiTKDu1fwMxGoQHMnaeMxTBORPuTTWaKUmjHvT99bK9-rAi1auyy4qPJqLblW_VDYHfGim743sc6GyUai3HrhqJ6NE_emlnF-86TMw4KLbA_i6g==,1,1371853317844914189,0.76512146,0.2141166673424219,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T2_290FQIukPKrFw93zn3xU2q3VRwqvbhA6iLjF461UbVLR3skyCavcTs78zcHBrxXnUUFq2ucqwfnEtLHIuynC14Ccpo_4QETTktcf4KIPI=,2022-08-23 07:08:06-03:00,@apropriajulia @PATRlOTAS Cutuca o formigueiro que as formiga ficam desesperada.,gAAAAABj7o7T1YckN0_fBSAgJXkaKviilaLDEvfD96ii_Z83SO0utq8sMvAvlIuS3Z-347hFG18iPzGVT3Gz76rEyz-9UeBW-VoXtPfpxHvvgW6wfYkFVC0Bqc8rmy91lHMUXi8Btdn9nirkW3poigcsNvuVqSMN4w==,1,1382550118314999812,0.6556283,0.3534672317058988,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T9vpiU-Tu1RObYPvCSZ1YRjrVqTCvHlyCj_YUYzrXUcpPcCuC8043A0X6JLuQqw1meaDQEMPaEXfMi4-6aHR4xjZWXXdmcgWZwMEUw1sWwPg=,2022-08-23 07:36:59-03:00,"@JoseMedeirosMT Na cara não, pode estragar o velório🤣🤣🤣🤣🤣🤣🤣",gAAAAABj7o7Tes3JLPngg84_XDpyWdTRhuje0oh-BlItT7RfD-iEoSLHYmNnIQr8gddRBd_ZgCIPX52bHveR8gNNF3f6gZixJ0n-_vmxZv0hmc-oj1_MTMOWYeKZ1S7qfC1Tmyo8c1KpUFflTtrb5S-IXzNQvx__W3xkckewNyWUiaDeBFKytXg=,1,157226645,0.11303689,0.1813098936499114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TpR41CoDVJbJODg22cmEaijONC1s_XjQ6f8jgPPkHPuUOeKuhr2iJb3L27JAZPEDMeCKE11e7R10eXC3UpiqyjQm4jfDqv1PxyTvtFUV3iuo=,2022-08-23 07:33:18-03:00,"@vivireispsol @crisvector Eu também não ouvir nada de panelaço. Eu ouvi foram aplausos a cada derrubada de narrativa.

Jornaleco de merda. Que faz campanha pra ladrão. Mais saiba que quinta-feira vou ficar de olho na babação de ovo para com o bandido de vocês.",gAAAAABj7o7TXyfdvIRXdIHvL52BeHSnew-OiZiBO-m9uVXLuFt29riFlLtzDXR7WIVB8umwdZZpZAFARWnClXocLx6Bv52dnE-RSf_f0eMjj8TNKFJUl8j6Yr9ngagfGyt8Drw8pwTaojn4evZPTYDeJpgn2RGnmQ==,1,246985981,0.23732018,0.9999999980187796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TlsBORrVbqBTCxI7HX4JBIAop5ovkv_tTHA9NQCVQk0X-pY1zFTv_AdDdzPqBMMLT6DdJFOYiiiL6pfCwsEEKjVPCp8aBcAninT8XTEKwQPA=,2022-08-23 09:20:57-03:00,@ErikakHilton habla mesmo linda,gAAAAABj7o7TiX73YLN-ykkKaAEYZtJ_BvsrGiuqwnj5LblaaxNA31lk_f1iXKFef3ltt6e1-Qsos5V_lavv07M_ajO22Fz7qimIijuJAplY15nHgrzz2nE1u29Vnx29QKmWQaLQMCGd5HqNUF_mwFa9ksTGC3_P6w==,1,738143559920934912,0.25121564,0.9206293594987476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TNuURbeIlGOHlMHU-DkbeBhSNO0WR4tYD40cmLIfdXU-wggAb4UkdpQJ9FVNmx_iPnr0sQZWJWXW3BJfPrhAJxujRBIcWF5jMkO3NO_xl7NA=,2022-08-23 10:33:26-03:00,"@taliriapetrone A Sra vive numa realidade paralela só pode, como é de seu costume gritar e tentar intimidar os outros, usa a sua condição de mulher para afrontar mas não gosta de ser afrontada.",gAAAAABj7o7Tow6OMqFdvxDWEoeC0pTlHLRxA_CeNZM6aMhR7J6V907_MufutA9MffJr96ngoWDIVojl4bQHmKTcai1WRDjX5322IsKuHEHe6XvziOBEuRhzyTa8uc6S9CvgBLOHJeIoHRwWuH1F0gAgNBGKELwx1w==,1,103704608,0.4298945,0.9999989479164944,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,1.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
