id,created_at,entities,author_id,text,in_reply_to_user_id,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,hate_score,batch_time,not_the_target,random,filename
gAAAAABj7UmK3f5kVcPhC2PKS0cKtoaxlXA5YibeuTIsu6p78Rgq0WT4dbi1hklwbXu4e460ryXdRmeSHf-D9eOrZDGI4GyFW6tuvGOVG39EPLTSHVxCQe0=,2022-08-14 19:17:03+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'delegadoramagem', 'id': '879348307'}]}",gAAAAABj7UmKJHYeTDfzGOb7MMX4D6QSN_6pQnH7r9yx3ZDIeUroPjpzQH2HMLS6moYouP8o8iS679H2PkX0rp8DyK-OT9_eaVH4h0Nq6GBJE40IwoEu4DI=,@AndreJanonesAdv Vaí tomar no couu seu bossta,1198004545,gAAAAABj7UmKmjEO8RG430zT3tLDxpRuF_OcHGoKXEIy93Ei9YQXi-NDU6UGjQaMTV_lQqTczC9OYU5aiQUvv5qfug5eBHyUDQ==,gAAAAABj7UmKGfCAo1T1a8PhI545gyWdx9VCSS6GC41cr2E2V94Pl_k-IQitV1KPjxaVz_slS6XpTB6y05-KdIzM6-2EV465WQ==,gAAAAABj7UmKLhiEp0DjBI20lmRN9tsUXa9l__irYyuCS1WKaf_BCUcTf3ViE1HzZoZulKpQteO4yqBD7i8SKVbdPxmLI0Aqrh1fltJH1gzOPb8bQV22V-3VrW3Enzu84LuiR65Ub3d70Dlwkei7TgXduOKztjrkjtiSMpKdR-V2rUidC0REVnE=,1,1,1198004545,2022-08-14 21:03:37,2022-08-15 03:03:37,848,0,6,2.697777778,2.224052718,0.9282326,,0,0.2219620242,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmK34We16djErNL_lefeQBfq94J2aw7K1NWzG_gEoRMQqvg_gLyo0t9cOWTCV2v-S5RB2xm0dnqRWxR0-9of2Z86EEPTHpXFv3uWZO4CL11wdQ=,2022-08-15 14:05:17+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'ErikakHilton', 'id': '738143559920934912'}]}",gAAAAABj7UmKElR21vHo9jm2gzu6Zw9FvXha6jA8Owkmrl1ccaZ5Mm8YD6LxU7hUgcXCsy3lo5yMRHpcZKPJJPxmtYINgf9GXA==,@carteiroreaca Varíola dos viados,2797010717,gAAAAABj7UmKFGJt4gw9y-equQ_fIvZBDBaYseEw3RPB-YUM6sQ-NpUmaOxNGcyujSkjNz1aE0P2hxCKQ9uIGuYbMIHiJ5Zx9hbVopfECZ_-zTamybHE1c4=,gAAAAABj7UmKJiSZMuQZ5TGOZ9_KPXi2u2wv3W_70utnHFqLs3eIbMcn3nlY5sy5T69wUuBpCUqmOXn_aByMlnz_QhVmrlWNnQ==,gAAAAABj7UmKmoTuyvZ0JGl3Zk_PELIzSAtoqgSVtDuVG-FiMfTKL0NHyLVsLOSaOWWGJUSEoNELSrTMxrkTSnhG-TKlnGi5t6X98f5aKFssGqbqHo1zpi0s8DqDSDZIRqcreg3sQIwAfSdEbArT_1HlwzsasmUrTw==,1,1,2797010717,2022-08-14 21:06:57,2022-08-15 03:06:57,233,0,6,5.859166667,1,0.69938815,,1,0.2300498447,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKHDCbVMFqF9jftns37IZOifvhsRQ1ddOrjIOX9pgyL3ZUmF_enBWkzIF5McCq2mEJ3ydVDcGNY8jqRtCze6M-GAGUHgJqMcQw5zPWM--DRGk=,2022-08-15 03:25:46+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}, {'start': 17, 'end': 29, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmKsw3yU845z459vcYKxTztMOxeHaLSPUOKmhga6bkn_xxdcvYGx7fbqWvxenazjKYxvpYNBpW0WqZBo5F85kSnT125mdNlFESK7W2GGpFUZvo=,@AndreJanonesAdv Vc agora apoia bandido seu imundo,1198004545,gAAAAABj7UmK2h2bW4oKedufn_N52wmQCKogouOCU7ral1Yx3vE-xT4lOaqxtV0_ijaq74Ts5q8_pRDcmMCkl0gdlWwjpUmPQpeY9b5WzA-xJH1ruD_dDes=,gAAAAABj7UmKxEl9-RSRo3USJTgNK2pbdasdSiH00sDztQqekj9MSJun6i7B-uv7Ox-cYR6beU7JLzww3PeLm3J0TsClrGNKCg==,gAAAAABj7UmKaO80TJuEymG5QCTwKB6C8-8ka6hkAQzZ37i3ftli4OWwoCJjXxDrcZ_qmKgMjAHusccdCXyJwzHukV-WeroXTvH98Y1hk6fLHSe87J8fi0LivO1GNw5BQmJQUmdv4VSTVKqk03mq2ItmEplFkVTRI_BfYN6lWiH76wcG3fS58Kw=,1,1,1198004545,2022-08-15 09:16:38,2022-08-15 15:16:38,838,0,6,0.6711111111,8.940397351,0.83668506,,0,0.2301978492,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKJYEdgmlaX5u0iMF8qnzjFFtpUTIbNFPuEglc5DrlZKOCBjD8zXs_VCnDOv-5nvKjik4DatqYJgWxRCa0kHJufYfhfu0RnLBoV2sMq1DF8Y0=,2022-08-14 22:50:21+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmKFWRADkG0jvvkYb6Te9cQ97D9mipFm1JKLtXyjw6WVpV5Xfq0IDQATE0w43K3OEwC52P2Hry-Wp-h1AjG_uUoytKXT6tc5b-5RnuW508gOZU=,@AndreJanonesAdv Outro safado e traidor.,1198004545,gAAAAABj7UmK9VGI40HWPPoN1sXQeSMXpBKrOe0EIC8LJPX6H07NLY8yYnC8LaWrzHhyhYz2P1nJiRnL7lJVO150rw8Acmas_g==,gAAAAABj7UmKB3TMuNleGWCE0uEyIQoJ5VpBf3WgaPHf-7_r9CsrYds9iWpqlKbSEdd7yVSH1xjW-cOwDDFnl-sv2YKpVwwIXw==,gAAAAABj7UmKuyH4KmNlNkvIQeT6zhYFnIpFrZpZT2gZk9Oc498yapSrr7_ReagnthCRHfYZMiiuMGwwP-Y0QTyDtqcWratI3XCdyz8F3tSSSXBuEf6MiPPPOHWYADaP1fsngWglSUeByiWkDYe_OyjpBE2nH1GZWzVWm8t1SPuf7sk3XZvrvFQ=,1,1,1198004545,2022-08-15 09:16:38,2022-08-15 15:16:38,838,0,6,0.6711111111,8.940397351,0.81011087,,0,0.2346041553,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKk7c_xk2eUmPENiOONpan4D1QKloe0uDXj9yMYZoC-6M5SzFMWdIiqxRKrlBmCroQGFs_Q8_2bntiYLkjkD80teTArPFWgeFuVc7WlOwbas8=,2022-08-14 23:18:26+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}, {'start': 15, 'end': 27, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmKQMIPzczgUGe3JdQNVzFbUG5UA6R_9whFYCa5EnyofvUQ64D-KPxG-y4z6E7yvRz1V1b7DBTWqfmfR1RN4j2f8iv_t3wgnHWXt58rdzfO-TM=,@IvanValente Se olhe no espelho velho safado!,112498734,gAAAAABj7UmKoW-ojCeqeGz0jQ-z9o5X5bzE37yjMKn8Y6cV9HRZHIlQsjk2W3J3zVorKNfbmd49gDzRG9VcxeJQtX4nb2ytCA==,gAAAAABj7UmKOzEC-pzRWaVKdcIIz2Waf550uzifAuY_tdoxY1UniwKl1dCCeY2tPhzAkmUPLsBkIG2KxVvMFZMUKpEvIa35Yw==,gAAAAABj7UmK9vmHFUchRt15PwGl0G58YJwFaB25d_apESBdKNJltHMw5XatF3uIK3IURqPgAgSDxE7KJpanZRJYW22JPqdS36mXLy1lHZ9TNirDiYIrqBASAJV8z9jIlVxwORDmQ-1Hwe7RozHvpYdN6xNK4Lw7FL1JL2qZw0kYLTN0_yzUn70=,1,1,112498734,2022-08-15 03:19:14,2022-08-15 09:19:14,349,0,6,5.991388889,1,0.9621773,,0,0.2353901448,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmK6DI5OZ55Vj16_6WT3D-aixn9U0dftZZLIHF2sQrJ_7VBs5Mey2o5dJ-vfOXU0gUDC76-INhE3hz670YWPcx7o_4cQOZhViXv_hhEcyBPvOQ=,2022-08-15 03:54:01+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmKOOjo1qey0JJLlRSAx8yvq9mN72k4ve09YqOHl6L8BxOB-DxvSSrsy10ft-qjwi581tc-6mIwou-u6ZQLle8abg==,@BolsonaroSP Ele é um bosta drogado,74756085,gAAAAABj7UmKUunpYPv0YPUdeV9FGjiXIsWQK1RfWPoynlJPgV8pC-M9GinT9CvUTn7HCxm1u6PH9Fddh88Qyq07EFpxP258wjUpJIPinWQWQjUYRIYTLRk=,gAAAAABj7UmK24l7p7Y2aI9vLc0V7ZFWbd01KzdgmNJgjsNE3j21TwuI0ZWSmMD-5N9vrKDnyBlCaSiIG_jQiBEbuVpfofXx5w==,gAAAAABj7UmKy599ERZaeXy4IVk0X6zWLU-WCsmBbgAV9LLzRNCZYjx9-X4uMeV0FZVzzXO4XYllvRgyFGntZbg9wm7okillF63seyX3-9oUBsP1QVJToTbN3RLjppdOjQLgEzoe6zOWjSN94UPM4mKfjtK7xHBwCg==,1,1,74756085,2022-08-14 15:09:44,2022-08-14 21:09:44,843,25,6,4.066944444,1.475309064,0.7652052,,1,0.2480228714,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKYsvnhLBnmwqAUzKM3yspquzgqXtGPqATuQe8O0kp-Qo-FYS8gpwiBRaKm7dqCDi-u6shglAuapzXk-xePcfzw-fiDJpc2DsDS6lL9tAkJWo=,2022-08-14 22:09:48+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmKMnSVUxL4Cwxw_fv9XNXjibslfvhGKsN9dbIaR8Vs0R-4Q-gi3s6jJOVAc0MXvVxSx31VjhY--BNOoCBaB-ZMT5q4RffmK4uYdVyH6SKfLzg=,@ThiagoResiste Bolsonaro SÓ errou numa coisa foi não ter matado você primeiro seu idiota daqui uns dias o tweet vai expulsar você também seu merda SÓ abre a boca PRA falar merda,1.27E+18,gAAAAABj7UmKKVhDVBa5JxFKM5UkUJ8F8DdLPetWZwrB5S1P0MzOKGq60_FRjecgk3pVMyyqUgflilPgnzqwhUlN3F7wuljpripA51dlP7yi7m3tbKx9Rh4=,gAAAAABj7UmKPTQ0EQetdjow1v93vtLGAcr3wnhLlrLyOIohlTnaQ6Sk2LSdkPzv0_kLwFXb82oSsZrQyRyoX5OtzZKzzlKzzQ==,gAAAAABj7UmKCK8aU9_u7qeJnDZkILzXvZEOVEmmPXbSEMYlOrlhdWnjeQpzqjf3-NFwY4SOR36aU4lo2pbXtQM4e9nW0xbH33rZIO386R2S8_vzjnB4sNsC2gq1lzha-PErxps322DkUspfFxPICk8adrprzsKBzzXVH3AMonCXBpOmr_KyWho=,1,1,1270774020808626176,2022-08-14 15:11:56,2022-08-14 21:11:56,846,1,6,5.339444444,1.123712413,0.7195286,,0,0.2484163871,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKZswD7AySTgO361H2epmLXYMlEkuKHgLdDbrDLRjFJVeckqCE4VnRCgprwbbVXTgdq2o52fDFeKyE5d1tRofT--W_qNCtCbKXJUE_oAuqLk8=,2022-08-15 12:51:16+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'carlosveraspt', 'id': '3010698441'}]}",gAAAAABj7UmKTRk4QQdbNVJHG2lBt7TLeWhzrB8XbRUZQVFLehZ1u0VsSHsBtbejnQyeqV_ycEJbZE7rU6fgpXSeFBtt1zjkiL5oyoawMrEtpnbg23yQ974=,@IvanValente Tem que ser maluca essa mulher.,112498734,gAAAAABj7UmKj7wO7a0RTrFoowzTzkeqVXUIYmQ1xFt0_mvY52EiyzfkMDyW-r9iauJFZMVyrz_JVt2kjUlKkqGBNDlnCqGx70EeDpHvFcdcV838MrEo3kXOhxj-YXD9X35YxYNg4GjC4JV54bg8qX7YIgl3SCDaUQ==,gAAAAABj7UmK3J3toWtKFmq7-2dxsMP6tfZyfYNLvUbBlqJiKTOZuE-brAnCrssAUx9sOrvkVjEO9TAyYF9K8jEoShpQW2Zvyw==,gAAAAABj7UmK7BZOpNd0NZhuZtr55HdC9dZ9vNbl5zYG7ByyIMDBJW1kOwwlpe9IgC8aTILk349xrdsYZaSqZefkv-A-v1sp_1cGjKMju5pRWcj2lOBLDB5xoMFQZz26pHtykDg4DvnaeO2ABwKSSZjzsCFgtZlWJw==,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.66095954,2022-08-15 21:00:00,1,0.253070645,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKc8Ez-4Cp9ZKKIuWGcMhH2MsjD_uPaktO4w4CDi-Y5oL3u7q_IJqMHJWFI96MKUw1OCYSCNWl4klab1LIVSCxaGsiqax-VESw8IdRJ-3OEWU=,2022-08-15 00:02:45+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}]}",gAAAAABj7UmKfsYPz9hTqGmzcQ9cvOQjRKTswUE3e4qlV7DCcOpioSXokhQyxxKryHV7mOTzGEnXowC_mZJHgPN612DAJbg6AKcf5GmOZ68dQWxiOUADTpI=,@IvanValente Aumentou a sua bunda gorda.,112498734,gAAAAABj7UmKl9tRDHLdtcyTH5ELfh1bXWHI67Ua_3zAl7i8COyhGgFNOeJ3sXRyR8h2QzPdMJVYefOGG6QaaVP63hkxBO1C1FtWYukgnWsj1dLhEh74K1AtoruTvyiOYKVdi0dxw4kxXwMGrgFY5jRMtM-TYPYqhbWQSP6jHgUEZpxDKE_5ZZfclvSvJdCB-UzSr90EG7OV,gAAAAABj7UmKr7d5j2O2iKe6LHgL6e-2xYZM0BMpf1X2nHZud4fx-r7e_5i_LOe3336ppLdmtbRD1HihxhoyfVjUgbPDgmgdww==,gAAAAABj7UmKbfhOQ-qcpekBSJwgRI_CRRCB1MMKHP74yM6TSB86pWZwRQEujPFxpDww5E-wQJrrXyQkrHCmMebpOSGQcfopyAksQTynw8LCl5oZObB0qFLES_xbS7Tip3qxIdgv5QLi7FCqN-cedPNMCK5kIJYWEQ==,1,1,112498734,2022-08-15 15:13:34,2022-08-15 21:13:34,841,1,6,4.636666667,1.29403307,0.794686,2022-08-15 21:00:00,0,0.2549964763,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKYKMj7u-JBjEqUT7mYPT6GHOtN04WohGvOkfK5qnYBvhFmh9-OsnCJOgq0kJVxB0GhAVkT7qygo2v_FcqDjbqcYgVwQoIb1poND3RUK9tM3Y=,2022-08-15 22:44:38+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}]}",gAAAAABj7UmKc045bd2oz-1zlneLXw5jrMTHzGDi9Ru5vlu-fyp-ZzECv2a7DepIK4Ns49nfCrUh8ojP0uZbTRp6MBQSm6PGO1_5hj-15PbkYmGhGm56EKU=,"@GuilhermeBoulos Vai comer piroca, @GuilhermeBoulos!",7.62E+17,gAAAAABj7UmKZnAYhtVOn8e-11zRc7Yfw3JmJSBarg4eNdAdf8EknDyM1MFt3vkfKrzMKASXvz8qWNksy-6OpqBECOD2aeO8VA==,gAAAAABj7UmKMGlhkA2jdA38XNcqvx1DoZpuVi6kTr7sw0Z7onp2EehqbGVDxSRsiQpDh1M91nVtsF8a2stE-dpfWLtnGPy3ug==,gAAAAABj7UmKZymqvuVmwTaSLgiveHLUV5h5GPZBBaglJMQludjDSXDjSQUgMugfua-KfqCtFcMFqV1CnDMv8perndIOXmvrzYZfmc4b-6pbIkQPTtanpdlpww-sTr7k-nuVW3PJNSqD5OPgo3UadjnwZ6QgQ7kDHi7gyvF7lqThIWHk_N_6vfI=,2,1,762402774260875265,2022-08-15 09:01:33,2022-08-15 15:01:33,846,3,6,1.465,4.09556314,0.76940894,,0,0.2663486384,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKQLfw2sXMEbWsl_aHDh-PXesTXGKGt9OijJEWsVAN36LDreTr15Pg0lqpMQMTjofDG1gPi23h1QSAYZOwBvKX6bk84-X-B4PIJJwbhi-p4KI=,2022-08-14 20:58:13+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmKlgqv9ROIx2a3Gi-Exjdy7QIwcqpBI8YByNeWYIuV7Tlj2HPefBQhsOk0x-_IrbkgKMlOXSeUbx-Kc0NYhyprJw==,@joicehasselmann Vai ter porca saindo “à pururuca” deste forno… kkk,116519514,gAAAAABj7UmKsWKhEgG2o3baZqbj5xGdhiWYZ703bElMhjZ5106xm4-y1vrLP1I4TZg4oY7dmNBt5vNA1JovETkLJBLSmNslCQ==,gAAAAABj7UmKJBMdCWJapbHimE8FAGGlqS8oNmbafqBDEH_xkZrMzD9lvFWFFJdHCmAeJ3yFwrbAwCHL45Q6gA69Wtl1aU3vaw==,gAAAAABj7UmKaxYjWWTf1VPRZMW0-Ned1D8zw19QppFSAzCfEUzGgXv0QW-jYGVDstGuF6Ubmdgb4bo8308Fl4cbUypGwWJogSQjl80xy-2JRt3cNco5FaZ9fGAOyoGtGG0RDBMvZPgWmP0Lu7GmFJwYceVo6QW-tOMc9Xngz44EvwQzIt5zFfs=,1,1,116519514,2022-08-15 09:18:58,2022-08-15 15:18:58,844,0,6,3.916388889,1.532023548,0.80866903,,0,0.2687051473,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKry2EQdMc30lbP78fvDaXNR5zBWHTIX0gBdwKJ1Fo-dUkOAD8gfwFULCg_IWxd4jkvaEu1iQlhf2Um4OAKkqIGkW1TT3Ma31EE4QFjRrPbXI=,2022-08-15 17:40:29+00:00,"{'mentions': [{'start': 0, 'end': 16, 'username': 'CarlaZambelli38', 'id': '975127727501185025'}, {'start': 17, 'end': 31, 'username': 'jairbolsonaro', 'id': '128372940'}]}",gAAAAABj7UmKrb8SZCfQyXjPYeGCkgFKngWoiySMgAffHr88Qnsjy2Z1n-E-8ZwvfssF2p2tiuU3PKURm5XswXnevbrNCosesZfzSSrHRX2zr7y6ws_ZjU8=,"@ThiagoResiste Arroz comemos com feijão 
A Pinga bebemos com limão 
Porém se o pária amado for humilhado
Puta merda que cagada.
Amor febril por um barril 
Se alguém nos viu
Vai pra puta que partiu.",1.27E+18,gAAAAABj7UmKQ3EMw6UpaBHkPY-RB3OrCuT6EelIFAlRWnt5pPIyHFpNS1MyXiTQTy4-eGsPFHqcZD4rnwbwLf23ooEULjC2fw==,gAAAAABj7UmK4AtmMz9j68wUEHqZMxfjbFziwYjQM6n1CKV63SU85y31Ra0uwvhShj8MLBTTXSC0s2JtdYMXQ9kv6QQKp4FgWQ==,gAAAAABj7UmK6mfyN0zXwafUaTPH9YquqMarQCkC2l1DL7HsglibT1t00tzfsLc1Hi0hX5mPAFYwvI4FXs3s-j5IjNx3dR1BtRfLN8wBMHHCdHrd33AYBdlw_wQx_46dVhaUOmbKk7TYWzez5F0EEDDq8H3fhB_rdBw7f5kcURWQKuO35mCcUF4=,1,1,1270774020808626176,2022-08-14 15:11:56,2022-08-14 21:11:56,846,1,6,5.339444444,1.123712413,0.8404536,,0,0.269519664,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKRvWGUXejnJ0xMYmzvhpx1mJ1yH83hlq7vN7Atw05NRWsiAPywepoLFcjXR4tEr55BfWXqHyDqY9BoWD19KvRwb4xsipKIvKsPayPpJ8V-xs=,2022-08-15 10:53:02+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}, {'start': 15, 'end': 27, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmKFYelrO4uW-xn60yXAY2zj-OBWQwtBAyUr6NZTVDT9pffZ_JFlbd37vcKrbWScalibtoaeqvVRowg4pS-bIUeHvAlo1TSbezCx0PI_VenT2g=,@samiabomfim @Glauber_Braga Cara de trakinas!,27703690,gAAAAABj7UmKjOidMB3Jehwo5In-s3h6MxvRyj0VwsJiyulod6b9jTSu9D5v5tBhU_lWakve7HDKZKVTI7uta_7d2zYVnKCTww==,gAAAAABj7UmKsauVTZBHKzJBbFiumcrXI-R2KkIfcGmdsLVtItfbVL9H94dN9jsnd1V2MwLjGa6gsUB_bIjPdeOGM3H_1ccL5A==,gAAAAABj7UmK29Er6pi_qw9U2tqMl2B-RIUMjOvPv0gjQmTb6-EZFviDdxEh7S3DY_44lSly_hsZ6cg7qYmWikeyYPnI6buSXBoQD18oJBc_11qyo942AW8n1FS5dACyo4l-EhNwR60w21LevkyebHURJPJasVXcKOD8edNeU3QaeNtyk42UTCQ=,2,1,27703690,2022-08-14 21:12:49,2022-08-15 03:12:49,124,0,6,5.689722222,1,0.8104653,,0,0.2776512401,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKek6CWcLxK0D8KlW_eTb2vL7hcYG1Zv2lnPZRkwT_LfutLuTmtWDmUbNjHWOfqxOKBACTuf56UdLCmwuzja5mEQyOkbuXxZ3eapDzX3TLoLQ=,2022-08-15 03:12:26+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'marcofeliciano', 'id': '35805725'}]}",gAAAAABj7UmK1o8uMRzsa91tvvo-DH70WJWalL6BEcZL592VETUvE1hkgW4ufqRIVCi6UFwNteRgD28TRG0cijjU6SMpb9Okqc-hl06wrt_LkQ0nqVAbtyo=,"@CarlaZambelli38 Que mulherzinha inútil, desprezível, sem vergonha",9.75E+17,gAAAAABj7UmK7WGCmSuvJYrCFesEYen_1XCbsMXo2AtGu2Nxk3b5sA06pwknhGxvlPsQhATvA0rT72JD1XtyMzI4qsMrqYsxkg==,gAAAAABj7UmKhwDQF5ZriJNFppbKd2D4O2sBpgg9CFiX-QlYAS0l69jLJ8FeYMVFfV2UtbMHSItJm4CVUddR_qVUIXQcUpZfKg==,gAAAAABj7UmKSE_WvjdTasCtjBFPVwdGBzWXw-m2febAnmAO4dSteGrYbiB8fYUQfzzMJDDCSbxQCnpJnHEbZLEnGAfmGBOETXsglC-JSCWbHcBZHpONxMycgM4Q_eG7tLFpBNy2wIHeAwbbvjyvm9E_KMjxIa80_ZHjtsiqQasURvWlAgWoCO4=,1,1,975127727501185025,2022-08-14 15:10:50,2022-08-14 21:10:50,848,8,6,4.322777778,1.387996401,0.7978731,,0,0.27838825,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmKGWIQ-J0U9nbxmrLcY584mTT8UoDcUCMwTvlxTk4MfDDTfDql_4m8JrZhV7gDMibG7G9k0x6ZCJOEns-BsFA-cppj96R8nSmKthZabK7zPAw=,2022-08-14 21:38:05+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BolsonaroSP', 'id': '74756085'}]}",gAAAAABj7UmK8IYLnaS84dyWHd3V5YlFl3xuF7g2agQGuAURYj231R1d5l--ZbjTZNe4Tp1pm0zbeUaQlxLYjUqX3e3Lqi6YyQ==,"@CarolDeToni @jairbolsonaro Uma mulher defender um vagabundo machista, Misógino, que menospreza mulheres, é muita falta de amor próprio, tbm acha que nasceu de uma fraquejada, que se for bonita merece ser estuprada, que deve ganhar menos pq engravida..com Lula as mulheres tiveram ganhos..",4566967516,gAAAAABj7UmKAmaIUSWNESMIMmasjNuSm-6newaVbYOYbCE_P2oJCvGkw7QB2LNTDjZIQacHlHrcRf1t1fwoG2Hxab-SpomtBQ==,gAAAAABj7UmKqrR8HRcAGs4xpIelfY3GkSm95KiyrCFtViDfEN-yo9Y3peX-l7JkMhDPeQJKjndp_MrBgMF6BlUe-KtNHBnoNA==,gAAAAABj7UmKqSeOQhfbAGvPn2xZJ2v7xUHbVyjprQllIkgWEFSEb1d_f1cJKtA-cLT_D1oAyGjVL2DF4PDuWrVA_AI7CQfLZ9udrAFIpcZFHmG5BpY4r8NN7qCdRiJcpzGmizqM2Qnu5a84M4NP8ch9Evwq0GtyDb1FfMABHTzpgvhv3CtVwRw=,2,1,4566967516,2022-08-14 15:15:00,2022-08-14 21:15:00,103,1,6,5.95,1,0.68089306,,0,0.2808702213,../dados/processados/tweets_classificados_por_objeto_anotados.csv
gAAAAABj7UmK6pMWZCs7FmnKeIkcUtSKYwkDLllSvuG7OiDVBfS-iG66mTO6GfUcA4_jFoqWbj1sEHKnPBghNK3_xXsjYEWGLVRmCPwEVuu348A-fPZnQ-8=,2022-08-15 09:53:47+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'GMonteiroRJ', 'id': '1073226183461011456'}]}",gAAAAABj7UmK_CTrJ1rtaNPzZHtJyPaE7ajB3lnpq1f5StJZS6lOKpbtPeOR8O7zaffACmK6Q6MXrT91ZCumJbhHQXbH4faqj_f0M2izYMjH4LmAZUAAQZM=,@CarlaZambelli38 @jairbolsonaro Para de caô mulher,9.75E+17,gAAAAABj7UmKDBkDjWRquAsJP9LmpcqAphrUe9rBeU1ig1NB7GoQiCge7LxU8soQy9OS-pXCmCH8ur9FCJKraS4_HgxZvLTFrw==,gAAAAABj7UmKTi8k5dSDuF88hgDFWHD3W2KgrccXPQCvPbjDM5RnO7Fv0plXko5LvDrqsz6VUDyWzRe6zaZS6mdr2Jhw64c-nA==,gAAAAABj7UmKfWoHMZ571DjTEBRz0GRBd0oi2CmyCw1rNY60VgOZk5yjpCqXkOtAwddTTThPvjN9BDHDTt4oOmInAwBJCFSfckJClL0roORKfKnUymbpyPoozoFXejItZEW34mt-mNLChnHxT771fnGqKDmjrkpVgxXq4qAdV8QHUI7PiOTyuhY=,2,1,975127727501185025,2022-08-15 09:02:59,2022-08-15 15:02:59,846,1,6,3.67,1.634877384,0.75536287,,0,0.2861224581,../dados/processados/tweets_classificados_por_objeto_anotados.csv
