in_reply_to_user_id,text,created_at,author_id,id,entities,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,batch_time,hate_score,target_weight,cluster_id,cluster_weight,not_the_target,filename
1489189886670381056,"@CamargoDireita Kakakakakakakakaka mas tu é um otário msm, mereceu",2022-09-04 09:40:05-03:00,gAAAAABj7UmLpBc-9j-yGT8BrBKbVNxmSPe4Zz35ecdgfMlBFxsYd7ZYrLjuNmCVrl0a9fFTkxLm7wNvUIzJmqh_0nOpq82P23jyD5Pf8YwK59cvk1XZBs8=,gAAAAABj7UmL8ksEIxR8rBgibisY6w7Vk0k44zHL-e9fzgpIy2_n1MXHt0YLwbIFMx2tyL85YBCVqpkgNYgsqleVa13K09vxhdgKc3vr3lx8RRsenHhT5zw=,"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",gAAAAABj7UmLbjdKAmvGrgwpHcPH3oD5K3bQjco-iXK8wFuSWSxiCL49WTI38oohrzDEmXqInWDBxkG4UgJoGNSkSc8zAdTDWoZx2Krh13jvgp7ZjoeEsC8=,gAAAAABj7UmLEFal-5OqIbKhlopsw7c2gPi3SQBdgCCR98YI5PhLRcz_GkOj5dBsFtdnDx1fUOwQLy6TmSKlwEfnI-tS925iXw==,gAAAAABj7UmLihBzY0usU7dw1ztWN5BX59U2RZWxOipvknjAGsc8aJLyYICo2giuujxICsTBAresyBiUGnGw7omGFu4BJ7KUTCB9gPfYQ8cxqAQp35DnQMNh_F9ri1vJghqdACrIT_0m2YkQcvuxNW_DahaPk7jpGFZrZMfaxyxQgq1WXXkBXnY=,1,1,1489189886670381056,2022-09-04 06:41:18,2022-09-04 09:41:18,842,0,3,1.245555556,2.408563782,2022-09-04 09:30:00,0.16808905,0.0001387925052,25,0.0001839926403,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1.27E+18,@ThiagoResiste Bolsonaro22,2022-09-01 15:37:20-03:00,gAAAAABj7UmL08cmrKPvrKGMUoz9nR3H7oBoK2gu7AiAuCAhrfPhM6QnplhDFgW7C0EhkTf74MOOrgx-zNnEJMIPiycBGJ2m6hhUIMILk-F1-miHhBshHTk=,gAAAAABj7UmL_cCOpDCx4fAuPkJCqN5l5xva01lpSiae2NVP6v9PGBjRdcHLwGqwwRBIyn737A9wmhD76aaDMIuVa4k6ziN0V-6b4LhY8dScsMlPDcO6_pQ=,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmLnCwp1z8qA3pKfgyAB9NDU96rU5eCelJVXlyHDVkGw2zQAlJJJ13JefOQWlqUZSgLsH4OFlDT7eV9wI409Iypaw==,gAAAAABj7UmL5sDRIDiOnLlX5Kr8bNyLo47wiv5u2ZIy3AcNk7qht87LaHyL1kjwNmRZI5fpWmopBJdBFs7uvb9knBt4NecI2Q==,gAAAAABj7UmLnG18OX2jocYrR2kvsiOZobAKwnQFHSNJjf2gkzyt2lm98H5KRf07Eytzjnv8oXDIOmYK5IM9sRSVB80Wd9wQXHDtbdzzwXiJn-9AgH8jxhRUct4NriBo9Wr_paaWhtAACtJzDHasUKXEpIrB5L-krQ==,1,1,1270774020808626176,2022-09-01 13:07:11,2022-09-01 16:07:11,846,1,3,1.138333333,2.635431918,2022-09-01 15:30:00,0.026005127,5.01E-05,6,0.0001217581882,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1198004545,@AndreJanonesAdv Você chamando alguém de Burro chega ser bem engraçado! Vai lá vendido!,2022-08-27 12:53:24-03:00,gAAAAABj7UmL5eNCppgYIhsIRsg_2QyRVk-_An5l0FMAJEaxC71VhqWEYyxXDEmJh5pRiiL34in70rjXnbaaeC1TKbp21x19mA==,gAAAAABj7UmLemv6--zUXZRKqSET7yE9-KIvfeXxqwDg1u1QezbA0bXi83jOP73JYg6IpXKkxrpyuZc--AZ3Hg7CxDLOGMi24iKRJsRG3pWDfgyh3xZYY1k=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmLbFR0ENQ4hPJIcON2Y5kSVR_M1wdt6nBy5nKqxiu5zSm7JYX56FY3YdjKtWyn_7UrfJBZo-Z5Za-0tTLpllsqsA==,gAAAAABj7UmLnbe9zkFIwXGv04P70KohN0xCw9Huv4VBachdjMd47PnPKrM3ermqaWx7EunfpEBGhIRSoQB6KO4ZrJHBbjSTpA==,gAAAAABj7UmL81vDgpQXE_n_18X7CGTPmB_XYQRycX7-ax6U-7WnztlLU271OGQXEKe08AxBPsWFkUPKBQNKGtyZ_3ERuEOm-VHQQLZjwe6PZRYaiekb3ODoYLBN91BO79OBp8p7GOyMw2cN8XJjL6iqVUoIO4rBLYc0rpE284WZi3D8pe4PCD4=,1,1,1198004545,2022-08-27 10:09:04,2022-08-27 13:09:04,823,3,3,0.3980555556,7.536636427,2022-08-27 12:30:00,0.11626099,4.64E-05,26,9.95E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
27703690,"@samiabomfim Sai pra lá, com essa bosta",2022-08-27 00:55:31-03:00,gAAAAABj7UmLMo95HJ608nq5iRN8Eo7vI50LRAsCuaF6t8190vfAQjEA0d0VKlnu6_RBTBu7d6wmr6wQjpQ5lGN7oo3CwmaXqHoT6rEo1rjAWCvD_MMVamM=,gAAAAABj7UmLlGsJu11aFw0UdlQNYalqdhFAmWT4hOzwH4p-aLNZxmPNbsaartYOGs9a9ZM6JFZmjgZOzttNVUve0-zhJlKsqnh5Qj-4BbMl6PugK09F3zM=,"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}]}",gAAAAABj7UmLn8Z3dvCMdYkMdkinV9JrTX8Gq27WWWqDl2ew661AcUViQWuoPbBPsvpeczeW2zklCgysS0njtSH5KgFY0pqY_hn-be8szfI3rNDq5y9IbfXMgbiifq5Rt55XQYefF1Ic,gAAAAABj7UmLyIso1hVCDmLFxfdDueTP1uv-Jm3WSo4p_9k2elzS2hxAwLGJac7Mw_Sv6r8n3_cHmWPmMVdSN3ow-pauY4vfmw==,gAAAAABj7UmL91xmpNopZ8Miu40Q1LS2-CeyuJFuvzckphYjA8R_Qvw3jbfAnp5UywuBKMxFn4KOBUe6ZfxFP3UALeJxh51dDb112Yl1-IyC1Z9TTpg3McMi0-v-GO5JkqoVCPWabbSjgN5OwaeOsJu-aS3jl8SfhpyMh_DCNO8WN3v6deRo0E4=,1,1,27703690,2022-08-26 22:00:56,2022-08-27 01:00:56,173,0,3,2.945277778,1,2022-08-27 00:30:00,0.90968823,0.0001067121972,3,0.0001469939732,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
7.62E+17,@GuilhermeBoulos Seu bosta,2022-09-04 13:04:00-03:00,gAAAAABj7UmLI6brzdP9ljrVS40YufTZjdYCRd2rAbfhkNKdZFLrfGK8VMHpNGtZWFP5f-BdkK3PwZlXgUHY6jXCi9WB94NYgmLMbXUwXUoXKJ2ilyOpY-A=,gAAAAABj7UmLVInTrWx7K0cjk-gBqJwkQEI2b1l3ngfvUn8zLpha52jbW-irC_fkWiA8wSNEhXix2zg8dzkJjipTrGRMKib1iEsSTaR6yDAGT3cRi1J6xYY=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmL1zi5kJlXHiwG-GDB0tEcW9GLf_37eSiNZPrA1frkoI62fMag0C9FJUfyMOKVJXI_mJ4tmpKSh_5f89ekuEQWomJRGVu_VOyY92JI2vsxF-g=,gAAAAABj7UmLfREHBcL88hx2125zqBLY0VoNpicTDWKjRc254oCB6bRNDN1d07PhuHGAm-_n2SKUh_Mrb3R_NKxnwsHw7b6L3A==,gAAAAABj7UmLCVCHpO8YGPBYMBRUT55JbD7qhSSoXhH4DS_HDS0vigO7UoiJLgtU4Yc66eDAVLZbm1moHVm20DXZjErdhpFh_2XqZPTXRngCUDPvcV1QKq2vK2Q7Q0snpvVqTnlCX79TmORNyVNXfA2Ps5PJS0_nrOZ7GLFBxxcXLu4ZuM8ioGU=,1,1,762402774260875265,2022-09-04 10:13:23,2022-09-04 13:13:23,392,0,3,2.993611111,1,2022-09-04 12:30:00,0.959009,5.52E-05,20,8.36E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
78148969,@erlan_bastos Seu idiota,2022-09-06 08:45:58-03:00,gAAAAABj7UmL4OgKSK_wRQQBvQQgHFY7Ot5g8Z8K4ecZMjAxtlc54N-Q0TFpcpEtBKYy7W9r0SqYrsCCfNf4P9Fz7C6YCCsmhg==,gAAAAABj7UmLuOAGhsAYsKsZRUNDIASHh-VilAXzOjHvNP3XslStTRzfgZ1DzNdsCdwcewu6Pzf0HRXx_YYCAiiafrEjn2lKKNi3O0pQmcrCoYqQrnrrxk4=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'erlan_bastos', 'id': '78148969'}]}",gAAAAABj7UmL4mwfm-hqEAPzZg8TL32c1qaGbrTUyX3ly358TQXau6VkyH95mcd46BibV1HwvCQj2oCx6f2_F-1V4gQpI54VG0rMe0q8FcVEQ9BZKPdsOcV-idUCbOTXtQN7kUCzjlEK,gAAAAABj7UmLkrUFP7auDK84U_6uk8OOryIPI5CQTNTP22gEAPb3LDWl34euNz5qUCWjz_XV1r6zvk-t2rD3CkvY7HgzMCHOSA==,gAAAAABj7UmLgnxupTlWS3vX9Xytdr7Jrrcdzm2to3iOyBDaI_aLZKFx69CtqngysLdn5TQya6w7vh3DL1unHY0bnTCc8fH1Frw3SZGGLoi7fl81Bh1rMgxMAoyOxB42c3ghgRFQxd2OS2HzwCIRhMSH0H7XCsS05SsRIFoezKv55EDuxxpbCLY=,1,1,78148969,2022-09-06 07:15:04,2022-09-06 10:15:04,131,0,3,2.9025,1,2022-09-06 09:30:00,0.9690944,0.000400160064,2,0.0004618937644,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
27703690,@samiabomfim Ficou com medo de perder a carteira... Kkkkkkkkkkkkkkkkkkkkk,2022-08-28 21:30:03-03:00,gAAAAABj7UmLr6Rl0CYYhvme2sjox1JXsqF5OhrHLdNc_wK6gczm9skwcHUezp2BQgX21QhDFlcSzr02ibwag8HCqvpfoXaNlv3Rru1u1ardqyDr0SYFzAA=,gAAAAABj7UmLA7KlaoWgzTteUVLvzv8UucGhJaKcC1HyuTyet7Bx05ZHqM2o0VrQrMrtNONpjEXQqDYlVTu_0eESpnif08dF4TpqE0j0QnIZr37k5emfdOU=,"{'mentions': [{'start': 0, 'end': 12, 'username': 'samiabomfim', 'id': '27703690'}]}",gAAAAABj7UmLIXatd-Ku-A2oHL92Dqm98GP51JGDOhjlXFyaRJ1m6iuZUI8jxjiyefxqX0DNJZfMH1MjSlHxlN5z250cMq_tujnA0ACmrSWdNDan0NzKSZk=,gAAAAABj7UmLzx5OR7QwNiC1rYFee4Smj30VdaT4nDxf2-pHTu5MnhG7Q9K_ETDFJEMtjmGXu1byLFte2NKElXKaQ3SvqloRGA==,gAAAAABj7UmL25k7U5ru3I3mys0vNcJM4dbzX5w4GPTULNckUyiEJKAk0IUAz1xEw63ehcNF4DUhBW8IRs_NoqPX26NCXWQ2OM7F4c1r2CZjIZQndFYdboTfCXNMeLrf2U6Cqli6neuRcnISiI2OhYrC9XvSJlQeldnH_FpbJa1dsndO_g8ewME=,1,1,27703690,2022-08-28 19:03:22,2022-08-28 22:03:22,845,0,3,0.8069444444,3.717728055,2022-08-28 21:30:00,0.1159499,0.0001067121972,3,0.0001469939732,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1198004545,@AndreJanonesAdv Mona a sra ta barbarizando mesmo hen,2022-08-31 18:46:51-03:00,gAAAAABj7UmLVJZu8IXsT_w3o1aHH2s11lWw5VnC37fd55QCJOU2rz8uyk_n61Mk3FyUWL_CgcxKSLXM-ET-RL_dwtMZnhLpM2mC6e_3kl3X7AOsGKodnuE=,gAAAAABj7UmLt8g-v7x04CuqO7JYOTOFn4QWqjC_X-SB4PMOaeTek0m2R1KhMoetm5Ubf8u7_DVSiMBylwK_feFAubC3gwvV2bWzy2cqqmDyGNliApA83E0=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmLb9-wQTnqrdyFfPjEBTlkG8jd9i11ZbGrUco5gibE7IEKzfR08rh8jl7YYxUxAoBdy7d_XUq21bAQ28Tfjp2PMoo64-hpjjBCODADRnfPJDE=,gAAAAABj7UmLAiV10UmhF3S1U37ZxP3BTh6DERxFeWEVGCC5-W_ebWZNZ_4VtGfYKTnWNPLWwjU51oWEPFtJCmeNiTsY5sNZTA==,gAAAAABj7UmLZkvHiwGybiO-mZWCqnkssaJz4oT98_VpDOGGoisVQVAu82Zx9rCTIssfhy1cI4UnOWJHD5TpwRCqZDmLF32v9lCLeZUVMQuAcbmgFnNQn6eqn_MLPkt07PR4LVEpgK8MKee47X4XLON7r15XOOstx2BhsjsJK3pfgJN7Qk4xFmQ=,1,1,1198004545,2022-08-31 15:49:21,2022-08-31 18:49:21,832,0,3,0.7538888889,3.979366249,2022-08-31 18:30:00,0.64066726,4.64E-05,26,9.95E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
7.62E+17,@GuilhermeBoulos Cala a boca vagabundo invasor,2022-08-23 11:24:56-03:00,gAAAAABj7UmLWnuldGIiY1CXygooSn-3cwuQpbg6gQX0x7larZXp_4tfPsVzcbw_MUGVDuUGTM7fsL_S1kNSomP8sGglaawEo7w1XLoFjHXquy_vrarX7fM=,gAAAAABj7UmLqTuK8nY8Ord0X43uHXysaez9YcRu13P49OPv00k40SUG5zhmX9QaZBJJdZuriHdlZIq3SNvM6UU932L86I9122xIiXV3LW3H9xhi-4ua40I=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmLkorNxJH4W78zI4_aer0K_ySni5lKzvgiJJ1ycxGo15ig_6pxG4stuheqfWHH0cZssU2J4FFjAoHJwXE_LmYJ2A==,gAAAAABj7UmLZylSYm_SZGWlMIhTmOdGOAwpyb5hJGxeeOIp7k4QxR8Y8zCz6_PndOGPaFEk144EFBNPxBZ3rvPUhBSewKgaXg==,gAAAAABj7UmL-9jMPXP1Kx2tFSpBFKQgwhKNBub7zm3daSAFDl49Jo7lvlBzlqFZktxcsE4xIjpoenSkUlYnXMyOoZtGzNSjbMSTHODPSk4tgRXXIp_-1WAX4uQ6GDfDFWWTfpoSZU2ISNVDD1L0OD5pOgDDKrJeYQ==,1,1,762402774260875265,2022-08-23 09:51:06,2022-08-23 12:51:06,846,2,3,2.143611111,1.399507581,2022-08-23 12:30:00,0.98192525,5.52E-05,20,8.36E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
116519514,"@joicehasselmann Roubou à nação 
Descondenado velhaco mentiroso e bandido
É o maior estelionato de todos os tempos
Fora Lula ladrão. https://t.co/jNcJf6uPgV",2022-08-28 19:25:47-03:00,gAAAAABj7UmLNmtdVthKed2pnVubaAYfswaJIuMtFB95QurW0RcbWGGMC3Q9xBnIkwduVOdsKrkmy3G4IAXaCmE5hh4uwxuOVWbx1gSSYpluhV6wQiFrny8=,gAAAAABj7UmLVdVfIaeZBs1Dm9ItUmJW7lVrL3qnTd6r36J85EmOccvgdyFY6nlG_is1VqfPmqu7Cyk7p46aMAa2xsCkeAkss0G8xBsOuYdQSJATOxnVHwk=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'joicehasselmann', 'id': '116519514'}]}",gAAAAABj7UmLAi5AT5nvrzJv-Tv6npYy9ALK19xZpUFBHOiWvwJ_iNGpb_D7Mhq-lvOeZ8OvcHpFqrrLMRujUZFAhGqN-H306g==,gAAAAABj7UmLMjQ8-ovjhK1kImhWuDo9F5PlyY41gDZgK2MCUn4pVYKXDkV6ZTnm06eH09JsRO7BtpibrOiX1fKPslKU23RDAw==,gAAAAABj7UmLSUTG2JcX1cHeNg8AgJaVnmS0OEyioOKsNUN9hbt6uEJn-pDjvSi9wTJk9BOe7Mjftswqqa7WxuZBwxhOM1Y3GjTpH4KY7f41Rygfug1X_Ab7GS8BDPqO2QJjRb0bwYGlp4cusWQNc8t411QLhurNBQ==,1,1,116519514,2022-08-28 18:30:13,2022-08-28 21:30:13,499,0,3,2.991388889,1,2022-08-28 21:30:00,0.04580131,0.0001299714063,36,0.0007288629738,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
3044834104,"@danieljosebr Embora eu ache esse fundão um absurdo, seja qual for o valor, não há ilegalidade nesses partidos simplesmente usarem esse dinheiro. Mas que é contraditório esses partidos falarem em preocupação com os pobres enquanto torram esses milhões... é.",2022-08-29 07:53:24-03:00,gAAAAABj7UmL-XVDK_wcGGXY6jxd43G7NRdDO3MMIeJnCLuOa1urJFhqAbPeLSVSLp3jJtUtIqC--2QfuZs0Y91ZOPfvJPx2tC5PFTGuJOCAiYawinY35sk=,gAAAAABj7UmLf_66IahYgnYzR2W47gPt2cHHS_esUgSusmuac2pulPS7--XWwWKasOYvDUf3pOeBNdYi-MFq7ku7YcVgQvMZGlug2YShvNxyTOw4GuV3ZxA=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'danieljosebr', 'id': '3044834104'}]}",gAAAAABj7UmLMOdaEhHLgRNNnMztthesttYsCGDRZ41TILw0fQ0diqXyvsLWt1XkNTUXDZU4bO6GtxLX23nsR6lJ_3km-jFXmfMoIoSF4TJxZL9gAcUGL8o=,gAAAAABj7UmLgT4BfRvfNZEzxYk4M_RHr3pdtl_XEXbehymzTfO5oVVvhCX5OebvcJJb3ZLLCZ4zy_CECQnuwKAp6K5hUoNjNA==,gAAAAABj7UmL06s8yX4JArViagAu9HG73bg4CmQ9AcSBTwz17b9SL1WaWVOKfP0WLnGVQInCakcmYEYtuq3NhGIdkVkzAfAMjTftRBCkY63SZhfGokpKXVduPgiwccqI5SQW3fGhBnMJrLhx5WVk1sgsd4yuY6Q8Hw==,1,1,3044834104,2022-08-29 06:37:00,2022-08-29 09:37:00,34,0,3,2.96,1,2022-08-29 09:30:00,0.008934922,0.001287001287,17,8.96E-06,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
304092926,@orlandosilva #FAKENEWS. MENTIROSO! Informe direito seu cabra safado!,2022-08-31 22:49:07-03:00,gAAAAABj7UmLobTr8ZsiTDDEGbE1n-8QbjrO78vqKlJzXg4l2KhHy_mIDxvsFCmOM40wEio0ioyr9EGtvqtKN_r-zeNF0RS3BA==,gAAAAABj7UmLHG8kzH8wwMhZKLc5u0Kot1cPRAJhx70jfmFDIJgMyBqRCaMobmm2M-gJfBAXunUcSFInbUNe5X83aoRo8-fwf57fi_SZlU0RggYzjbLHpx4=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'orlandosilva', 'id': '304092926'}]}",gAAAAABj7UmLgkp7E5tXVqey-A7XFF9JnzXk39Z7Y_chZ25KGwg7mrHqnrcUSgcx5B0UKVqzkNdv40JAw5EFuSHy-GbEDT8GSw==,gAAAAABj7UmLVczq6LkfrlsVHqsBMEuz1RLleEvmUCBVprb0qAbjgSEJm0gHsU64BWcbxafB3IPi3PQQp06u7NkbIocCrhrr8Q==,gAAAAABj7UmLmAplxXErf9yygBrye0acjAlxSjF3sOM-lmt9T5BHDL5w_DhssPMMuWZtJboXBBl7cLBUKrQurhe-74CAT5EHE72agL79AUWEI84V0QpSzohDyoIMXOU9sZjM_Mc9ZbYe3O9rdce6h-vNNERBHx2zd7NSMEE4g7Ekx_OLosM8t00=,1,1,304092926,2022-08-31 22:04:44,2022-09-01 01:04:44,362,1,3,2.946944444,1,2022-09-01 00:30:00,0.9512097,0.0003621876132,36,0.0007288629738,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
7.62E+17,@GuilhermeBoulos Cala a boca vagabundo!,2022-09-08 14:50:48-03:00,gAAAAABj7UmLXfs3CxlFy_soaio0i6boCXJbutHP02oxG0OGbeUU-pMZd3RjtEQoPIoCimh86q9SCMaKuo-XUvGF3hg2KRQF3y-Z_rm2fpKlZe6-WHWcm5M=,gAAAAABj7UmLrXjWsVu5XNbn_YP47O32sv3qTlskorgr7nyog5pzv807DzGCrG8qfW5duSECQGcnOmL-OBUO0Hl3lOJqq5PcTWupxdvPdq5RQ0EMqO4bDS8=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmLWp6Q8Clf2x9MshLc_6bcs5CY0Jv7uj6zpK-uWhP-jv5ev9ko0m4VlGKNB3S9fVCaJar6VVKMkOH6aAE2tAo4fw==,gAAAAABj7UmLBAwRFERRkR1LUCNXLdXVAvgH3pXkztWHSa9r8MV_QLuaE68rcXMbE8u_M6UVXovB0-rZrC2XR03b-M9goeF-6w==,gAAAAABj7UmLg1w5H0cRc7CQNwrPPQm7bILW1OsFOPDeUWGw6aE-rAFj6pJUF7fmdv8r77FgK2USNYmd4tmECof163K4TTibmHeRSLOeruOYJqyeXmNdhMQ9U3cW2hET7BAtWnUXZH9SJ7Qn_QcE6lkxDbpfnK5UKIO3h4DyBM0ufaynrAiI9r8=,1,1,762402774260875265,2022-09-08 12:41:30,2022-09-08 15:41:30,848,2,3,1.357222222,2.210397053,2022-09-08 15:30:00,0.9610196,5.52E-05,20,8.36E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
7.62E+17,@GuilhermeBoulos Vai a merda vagabundo,2022-08-29 01:01:17-03:00,gAAAAABj7UmLl2uXU_f_c4G1oSJLxlKq4ew68avX99tBJ28R4x7T3buCCj6p4ust-foByGxSK7XEXFBzxJJ-9LQ_xiarbOqczlZ8xgeQeQK4BhkbeFJhXXg=,gAAAAABj7UmLyldhf2hLNGIdKo-vfS8vATPLEy5wBQsydo5mtIwzFMl6bv3iMC14xttA9AeXrQvA0aWzQE91ugEzP3-_n_6J8nRk7-1J7hJkazyVm5uhVVw=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmLbI6g-RK5dgXfMJrPdV1Q1mZAnwwVEUY3Y3kkMYVdU6kSoII_GAZ7uuByP9iDScE31UzdCAxbKsBatdYJetclvg==,gAAAAABj7UmLtIHuBDABqQR15ge1FqrN9lDd4I4cHI1oOCc940nPlDMptPvWVRI4inE-8iLMGZCW0zboXoKqqqPAFubYGw3odA==,gAAAAABj7UmL0_Gsfu_nIReRHBbTWbhQPY_-sZg5qdz5LUULaLLGjBXa5udQq32rhR3B15tvPNKbMQf7vfJ7QkATGb0Sc82bChTnhFWAkNzjdEZim0g0IPso79FkBv04yODWVxoQNtwERMpGW8Za8OPfEugKso1eLQ==,1,1,762402774260875265,2022-08-28 22:01:50,2022-08-29 01:01:50,832,1,3,0.3858333333,7.77537797,2022-08-29 00:30:00,0.94867945,5.52E-05,20,8.36E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
112498734,@IvanValente @MariaSoares_03 Bolsonaro cagao,2022-08-26 11:57:06-03:00,gAAAAABj7UmLeJQcfY6RKbTvQtXeffWQEN9dYL8n5uLPEOBGGrFOcC_16LtoZSyesp74Ci4vf5M7gMJLDtST3gxFdDguJnakbc2ZeEtzwn63vScGq3mgwnk=,gAAAAABj7UmLHgmSFu-yWlUtwUapq7uKNdqXa_FjtnQr02WFbDTnMYsuX1y1eKiCFdfTccZ6Kqo8YsndcSlkxuWSq9jS3BA0DiqOvXtngNU2rrCqgjByPi8=,"{'mentions': [{'start': 0, 'end': 12, 'username': 'IvanValente', 'id': '112498734'}, {'start': 13, 'end': 28, 'username': 'MariaSoares_03', 'id': '1512088884284297220'}]}",gAAAAABj7UmLK0U_mJYiqewJwIQr7OJpzL-FNfwyginM8Xz7QBfqzxzppF0UAzVv5wbDkYXsidUL5kYF-tcx_JYEcDzMSOKjqwwpgk69E4xWd8vcAq2In-8=,gAAAAABj7UmL7IbXnhUEp09pqu9-Y0N1LEt60op8l8YwBOAvKnPmd0-lLcyQnDSM7l6I0hHDK2kGkCkvJnN7aSx3TMudS1OIRw==,gAAAAABj7UmLBbksy6zDncOZ_eBZz6bLBcDalABRUo16VxpN0vNXIjYeh-2mC7neHcwO7rZr4Lbhh1iT1H5x79dbjEPHyMaGBSC8xki5ftkxQHVb26hPqRMlz4hxOxoIEC-a1RfjwJaj7NI66xcsag0-gfec2cJ2qCgK4Ne8MgHNxwO0uvcdBRM=,2,1,112498734,2022-08-26 10:15:04,2022-08-26 13:15:04,140,0,3,2.934722222,1,2022-08-26 12:30:00,0.08443157,0.0001079563856,34,0.002096436059,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
245392082,"@RogerioCorreia_ Eu não posso dizer… Lula subiu! O preço da gasolina caiu! Puxa, que maldade, eu adorava dizer… Lula subiu! O preço da gasolina caiu!",2022-09-06 19:16:18-03:00,gAAAAABj7UmLqflB4BeNXWFThf3ZShjunz4FZ-OxkPu9LjRNhwbRSIplBRO-9tsMiqaIqm2-ROLMlUE--KYqITNhjC8fVH6lSg==,gAAAAABj7UmLdbPWxE9EGcVFViA5I0MGTG4bZ8S32wOrkkFnrjMjAeGqNXqUjrnVs6YiwbjPL6lb7-8qi3lS7ohExhWreYoO0__cjz-_Qjy4h7tCeJ5zuvA=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'RogerioCorreia_', 'id': '245392082'}]}",gAAAAABj7UmLY3cyoB0dQQJNORfdSsE-Wez-GHnHN5PAN3RYYO4aBYp6oQvNYKUzCLeg5aFTfiig9ZimO78M6PXh7FhmTTNSNA==,gAAAAABj7UmLQeCQoyvu2RWwjUmco4Y8t3bIc777DcjZJGrG7qeMBuC_Hd5RjYbyqxGVr1lOYkN0xljhsVLzzSM_07SmwVnjHw==,gAAAAABj7UmLLtAk439lJgwFvy9UOc2l64jRxWN9EKkQSNGOXq9m2GO7sMq4rcnQwXR34QiyWxvXvgiimwGlkZFsyJJuL4pUFBpoJFvZEthEWiUoOqx7WN8ltyhrFWIUgLb62i5NVNMjhqTFLvXkNrJAKI3xJz4CTw==,1,1,245392082,2022-09-06 18:55:08,2022-09-06 21:55:08,301,0,3,2.98,1,2022-09-06 21:30:00,0.01754743,0.00064808814,16,0.001228501229,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
