id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",Unnamed: 8,filename
gAAAAABj7je3B6ckqA2ltZhzXjVLQmiQzfrvYioRn2la-CU6Lae1EdLCVkcXI-uRQEWvMrrjCAYlAIa-dWmeE5CrJSQDWxakf82Ko1SJHBcdQY1Y3wYz3JE=,@bellagoncalvs Só ficaram as antas,gAAAAABj7je3KnfWWqfQpoeEys6H6JNcjaUQHK9HVT9kw_YnyWqW8FbsjOm0UuISdhfAj19ipD8CsG2J5SfkeDZWgpOjK_TWnbq2hV_ZcdrWo8YRzYrsvRFdzeUvKxLaatOy_EQ7hbNx-jT5zMhFiy0NOnHbn5vKR0ufpVyO-g5eJaiS5wv2DzU=,1,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3Uea0bHjGxP_Eu1VgpC8IM9vC8CGJmV9iGEHUx6gton-e8cak1bmie8PMeiXS1eel_Ci32HaPvZfA9-NBB1SvtkI5mZfs9sq-RHWcDhZGXf0=,@ErikakHilton Droga vai te matar doida,gAAAAABj7je3qrmvGxvxjAXPoYGF0EGyUSknwl1JiCNS9jx7DVgk0FgpszCt4Yit6y7cLyTzG7wzwdC1T_1FSML_zmLVgfgTQ7bF7noLC4a8_WBKQ1JVYnhVzJUmsLg5DPOT415zi1K3a4rbLLEZfvp8Av82_l2axQ==,1,1,1,1,1,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3oPybw7QtS2pHHApHCv5H8QpiF-2h-ibwxfZfo7c4L5nt0h1kbkgvxDPb4iJjWVBAmUGF6HbM9qf3LLK3wpjnlB4y4sk1_XfGP6hjCC1P5B4=,@fabiofelixdf É um canalha completo,gAAAAABj7je3BPdJG_-dOk-JW6wXKS7RBIEZssRXNSbDez8xYs8IClC7NZye-sTyn3bOv_-R4E-uh9tylVZMSrzk80WZPdzk0PIdzNDi00sQMdGgwzYQpKsNFyQ4s8isnrDo4846ecA43Ly3zw0DTXPr_JhW4zv1wg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je331UXU_s4ef8ca8S1aFF7FuE3p7n51C5Mh1MT8euY6G3EnUqPV4oWT46siZ5zvFxfe--0JDZ-JDF62HVi6pQWunUTM9_WDDVdv3u7ZbRU_eA=,@AriadnaArantes Sabe da rixa malonhilton né kkk,gAAAAABj7je3A2e5U5nxZS2Y9csuaPjjo3UCCANmfo-97FqdpOGmIn_zl7Gyjv8Us_d8gZeHh_hzjrfIhCBVsADDCOJtO-H02F3CQcVFKDY5Nlm4onP-RCPyW68BMheDzMKXb_aQuStaABocII0iugKfJF3uH8M5pjhBUkCohrbNuW-MzScBOuY=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3SUdhUA18yRak0S2crPEfCdKEHHrGdEFsEEQjnAV_F9ufy2eJBnff4N8lgxPOm565sAHwcBumX4WLOOvLX1wNjC6YQKAddOOEqcsxybLNhLI=,@RobeyonceLima Nome feio do cabrunco kkkkk,gAAAAABj7je3V9x_O017oZOjy9l0ElYzgpNh9WUxF9qdylv561Nv0vUfuuUX_11tdKwN8HnUIehswlCSC5Cz90zMDXB0vvRsxPE99ViWTiUzfOymA5yFLdFdoJ1IblsLjsayyxHqQ_basmcPFb_0OWTb6WUMI01W5w==,1,1,1,0,1,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3QvW-08Iaah-Vr8IG5L6LVaCZkxI69zXmVimtNQGUpaI-PVlXo4yWcUf5h18wfGPdBXw4JaRGJUZA4DZf9ELjOwccaUqWz3ncvUvZrZHRGQw=,@mariamarighella @ttlandim @Hilton_Coelho @DepValmir @hamiltonpsol @tamaradopsol a braba tem nome!,gAAAAABj7je3RP7UGRkaYYO3Nlpko_3DShOOQITeo7wW7r4-xq6lVYjbk_wv3FppenBKThFlK6_UDLqJtTTyMctcAYr_VF1yIA8I7EKiQDByMwkrutFUInzNDiriTn23UiCUZfiPmI41_F-c_BeQRh2w6mNfcQa6Om2OAEBKWJd-r1MOt3eNEyQ=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je38C-RguBsgwcTXOdB8DxIEZ_xEAaQTEtBNe0rE_BxyRDEQlipFK1lZnr4ciy46gEpen38btzgHoZX-4HS9-mbPj6LeYHDW-I_r6WaqW7v6lY=,"@fabiofelixdf VCS MENTEM DESCARADAMENTE! Acho que quem odeia mulheres é o seu ídolo Boulos, que as obrigam a pagar aluguéis (inclusive com ameaças) nas invasões de propriedade alheia.",gAAAAABj7je31oZTJMiH0kKOhohTJiyOFIZNETVeTt-J79Rma66H_VlP5BHcuYOdFucywNlmz_0X0VCwcKnp6Lw9kNfhlwecVBaVm-16EbPMXduLCPUxTqdrFOL85uuZo_-a_kc3ieyJMm5S1XH40U22FCjrYnVzThu6pTzyTVCnBU9SaZ83mx0=,1,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3EhQYlncQuZUYiSBWg4zkD10DGcaLtrsmM5dYCP9lJA7Mo-bOeoByU9iWKozc2ty4vj_KSQJ7l9QCOhOTauuoFMgSOFltFq6PJ2-JAaPm6yg=,"@vivireispsol Negra?acho que ñ,porque se tu é negra.te doido kkkkk",gAAAAABj7je36aJmeJoAFxxgY4wHWkff8CoPJcXAfcoB2DvsbAvVzb8wPqr5p-Xs97vIXGxPENQam2xjRKwxOvfOoxGJAVsCIWK75xPCSdINJyWtAdmRkeK-G7QQze3O6Gieueh6z7QVHvN34hIUCmjgSWw2BaaFQIOR6TARRo8-F4mbw2-cKUo=,1,1,1,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3i0X9yVbPqmPDmIM67fgkNGL51hDK2ZAyDpde9T9Z4x_O6xtosARLL7I9vwDCRknabi-t1potcxsqm4TX7q2TtdoJj0FIxVpnyvH4iD159D8=,@danimontpsol Kkkkkkk vai nada só louco para votar nesse lula molusco,gAAAAABj7je32tiGSixup0jxB06ybYjpyB6fpEpqJKG6zHgjx6kG6Oszvfd8EQNHhoxUO5nhVfFgI4LA3pJRLp5rntP5V6B3XRkHCV5SNWqU2yXh6WJjAmqpCTalaf0yGY8hYtpi3OnNoFhd1PIjvwiQ9TDsPoNcYM_UaV5RHmjf_h3_UVlO75A=,1,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3XNoPCTSYEain2mza3ULwTiFme-XAyuirlD7wJvLR4v5EgABjIDQzArHMjl8YHdYMM7jt2Ah1i8Yf0Eu6uFm1q0Bh8h3aQVoFMLJghfCtuDw=,@danimontpsol Nunca prestou..safado,gAAAAABj7je3PIWELxhdypT1_5bcNs5CRfC59XZfbdiJ3N7pxWv3B4Lc846b0xnUplsi38z5ilWtkM_ma8x8ySOR2zRtSGfFDb9MUxTkeId7BTRniE-hBnLHLsOYzB8j4qgtksLjGMuYywKSgVVBLjVWqOtPLRR08Q==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3PDOGBvlcrXPuZlRW_y2PxvAuKQrkIZrTu8gkpRIwjL5Gu0s1lCPUFRCPa9ylAhTeH-FydIDE6hKElkLkS0s18OfMqTj_w2YmPx4c6S43GhE=,@RuthVenceremos @MST_Oficial 👏🏿👏🏼👏🏾👏🏽💟,gAAAAABj7je3O-Fho0YcRDGznIbBWtfJxpGpHDcbMT0gTdnhqfQVAKINxV3HgIPC3LGKOhTCY36mLvZU-AGVA_44uci10Q_dmVV7-1p5SohNlx94DOxmq_OoJCpfxVD-WY6fQp8XzUNeFvpY3EezlKrOi7w-gm6QWO6RdjgPVDqW3yTRjqdODok=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3MPm1V8k-XiL6vkjmGwRKroTVdz4J4OavISVNvHo95veItUQQM9JYtHLTbtpi7dvniS-P2kuUdKTnqVNBhJmKlFO-MfG5w_UYKCBqmbt5aJs=,@RobeyonceLima @LulaOficial tamo com Rob porraaaa! ❤️❤️❤️❤️❤️❤️❤️,gAAAAABj7je3vIVy-eqSqOAp2PlHFRA2hGwb7jLaJl2N1anGyqVfHHVZKslvIeyKeSf_y9Lq3IDLJzBarT15IwoO0hDgXISE0oCoIg-2Q7Qd-mUHaGf9HX-eTN386FquUovojWGN7A_ZDJr4U_p-sNSr04rz0jVoFw==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3tfmm7wSEo40_4bg8Q-wmc23w63a_x80avlSL426E7utEOI0xuWU0kTWMAefhkA4KabVXTie18ZcJ5yFlKed5weA4xX4-mGHy1JGJvuF5ORs=,@RobeyonceLima @pabllovittar @pabllovittar vem aqui amora! MIRA ESA MUJERRRRR!,gAAAAABj7je3ZlQQJFh8QcpySGOixMPWPFnNmvwxMUb9I2MFGNdNKiEtyDL3-xLPc_ZyHm2G8XKbciincZMQ8glewo5H3ybiv8VGSaxPzVqyhaEPA4pKiJgj4ZkQUhAUuutB_WpyAvzxdX5poGLopHWLuzV7DR8mhw==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3_Gz-Kd73jnaj0kUqfpX5yKAm9Jg3pzE9QoOb_RJSUEXJpSDOqZla5VH0mrRWflzcvrdUzPzSzgmggYCPIgMqoi1KhS8qodv96ixQZ376SDc=,"@fabiofelixdf Lixo , tudo drogado",gAAAAABj7je3Ii9dSqUtQlYir-YoRI9GAaDuuFE6f_PUBxpJ7EmjGPq_Jw5cIyiXkp6bL-Gx0yP5hwA9WSvpLLf_XkDB3xtAI-brgU53YZyef51A4gAFdT3nFcOYVEZLPZ4nMy8wacT0_4gu1LTmy7Yw6b45MglyedGI3c3sWPsUgLtEGAM6YLc=,1,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3VtQypUitDCe35MA4W_-xdO7SOXXPWFfxo2mh3zVxNq-9enHPlD3UnKmfLPFABVHd9PGmLZsIsvmVBkGOeiG391-Q-1cj6dlWNEIrlSwXK2I=,Gostosas com @vivireispsol 5000 🌈 https://t.co/rZhDWYsfV1,gAAAAABj7je3OelvKG2pS7bs6D3zK5PnxjHdPd5_f4Dn-45A26NnVwPD3Umi1CVEvxptrmBCtwNU_x_Xug5OhvU4ylk4eUAGLyvCVU28aSViz4RCBYCiWV0o_4EWH1fyj2tjCJd2hAwZzcmHP_IumovHMOtouo5Lvw==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3cUjvDlEhDq-aSHwpxB1HGPx44Ox50MGk4gqWOnvFArv_4dpogyBijBo8MgUDxjbu22D6aO_i6-UBNnc6-WTnyDfbJR63M_M20-f2QZvjvKQ=,@ErikakHilton Macho doente esse,gAAAAABj7je3rboAu5sxz4ms-WOnYAH-YQKf_hUcDgRDWK56Z8ahjH_p5Co9C2LX4IO7HnazRwvWe7ArHVdiIYbgmwXuwabPdXQvEjvDZnjAwXpwRH2RJTxbJ15Fdb-1QBLhUJ0qkIbk52DWw1PbyymNrn8FRK6xA6-bJuy2FqVw4WL2hrLRs3s=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3NTy2TElmnQzEvWizKZoVMycVSUMohRleJFghkJDm5ySiJkMImNSKtqcZOwVgda9DJjHryfSJJBZF2pX8Ei02lUMhAzybKfD-XPfgtoPTxSQ=,@AriadnaArantes Era só trocar pinto por tinjo.,gAAAAABj7je3_qOKeNooLbT5Jma2tKJZ3z9pio_AbMZcRiwQu72hmoldRo5aA0Ivf94TGsG3yRgv_Q9MUq3B9iJt2eDyzyNUB33v2TmxF8ad1AIsKpj-u1PN_MkwLT5HZ1-7xUN4cCsisdkM6yv0BxIcUvSi3H8RuA==,1,1,0,0,1,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3XxnTI4RNCUTtjK5l1yIbcEKmL3Pd2w1xLU1mKQB9WWXBA-wdZaMc46s8ONaknhVqH76cjHynshadU-i8IMP0mIu632KIRmxmlmWm0EROsAk=,@RobeyonceLima vai ser eleita porra ❤️,gAAAAABj7je30ujcAiv43DSd7N1M1UzYX-9vtmnG2a52rGaxnOgCybHvjrED8J4LYMTncBuCQGACAfQ0JHVL4rFI3fmfDQ4RBYKAqgT1XKsKZsvGo9140sI2-sJdJfw8s7Gvpf_udn1iXNKdQTBTmvbm0EEvgAKrK8Dgwld39opJ2lon2hLVp8M=,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3XKKXdH9hqZsJZlJmQIHK00_URNZCFnnNzOdOLoxT6-ERZsn3E4-O1pS9QD35BhYEiGY48583qs3QYHqAaVW9G1gGZUacYZH1c64B373JzkI=,@ErikakHilton Gata aceita 💅🏼✨🏳️‍🌈🏳️‍⚧️❤️🫴🏼 https://t.co/L93frPlvE4,gAAAAABj7je35PkHs68n4-wbWuyc4pVAR5WLZQWSmoVlApvAEvwAfx3zMyLwktYvlqci4Dnh49Y2HGrl-Gk5HbAGde1t11kvKYQuAHkFQKWMyriD-d_vkbzrJOj5EVtIk47FEmPE0OBYADM4TDA-62-WNidMSzC3Dw==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3lB17Tc7bUJQPXtd9XLVyK9a0zuzy2-S1DP_W66VGE6wJjX2-TzNBwYiMvTMMdqn_e9wkP4YoevI5WRMJCpmnVkFf2b4vPFX74MirFFRGOYg=,@fabiofelixdf Vão dizer que era meia dúzia de pessoas gritando kkkkkkkkkkkkkkkkk EI BOLSONARO VAI TOMAR NO CU,gAAAAABj7je3S3RWFoPQoSfQEEVB9YTD962TjiPxFjyGxZxtVhaDSDWlHCgjdxOGOisdDkmJPTrw--wI4rnW9RXZCiQNp45jzCECcxeiDztLNNeftuVjX3hB1f_IZUInjFkq0yoAuJrDZU0GO1RrO0HSoAjhMo3VDg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3XsWthrTZTY4JgGWAmeG8V_AOOKPELZ9m9whiNph8q31dS5Xe6UghPZL1bTp_CkQBHVc2cZTU0VKiVXTlVTjNLqihDJO8PnXYI-47veJFoEo=,"@beatrizcaminha Por isso que me dá uma raiva tremenda quando alguém vem com esse papo de ""ah,extermínio da população negra"",mimimi...me poupe!!!!Eu sou NEGÃO,p...,não coitadinho,nem vitiminha,nem escravinho!!!!Ah,e GOD SAVE THE QUEEN!!!!REST IN PEACE!!!!!!!!!!",gAAAAABj7je3BlG4lYfK9p-BKcUV9hIvNOa3ac5zMJHvaMe0b_3ZlIrDArtDlgRMZetiVHfNyrJbaB4Jek96idFfeLD8tWkxCUVqoChvAPONk3HXoCZiukKg0xbItAz1P_TlaWod4wS1rHO58qzY1uK0WYiHBlCrX-vlexSKXc126DeAB78ZoiY=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3N-klW6KevxFoqQrS1bDkBhPC-mt8r2M2Q4Su-1jM81aMcPoQX_5pmFMzy7071zLpVQHw3IEINA7jly_hAuxWM3rPt2hJePJIBjfNPn6MCZc=,@ErikakHilton pastel pode ser tudo Erika kkkk,gAAAAABj7je3ZDZff3-O0JLHCPMhBytuQzZGt3KmqjKVaC8f1pncwCJRG1PjIoG90SePq-YT-ibvC-PINnFkWJOCscDSdfrpphFHr9GLEdEWAYPmBq5vftr-S9EHa8NBNafBavSNufefRIaVPR1GuJYy61WSZj_MnQ==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3lLqIMAGsehsvQo3oqjdiMK-2Y-rV8IUQotJzM_4alg3auMT68Zd_-QI3h9-IHckLHwNPXmcRPW-32pMWSorQ7wZ6YGZe9XLXm4V2N6nYIig=,"@Izalourenca @Lorene_Psol Acho que esses caras do ""Novo"" são um drone de macho burguês metrossexual. Em todos os estados eles são iguaizinhos. O mesmo babaquinha liberal conservador e canalha.",gAAAAABj7je3z0TDq7U0SZ6kbOxoQTNBPPWPRCBl1o8NLw3voOkSLT_xb8hY3BWN4DCy9WS6vbyxW5xJQEsd2UBvJbYIm_93mGENZMh7VXxSNgJVi6TutEXpz0SO1uqvo0ltBerDB2T_nrWOlTB0vVxg-OpbUPo5-HC9lRHGremu9wD7RIrXrlU=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3cnJBXQsTnwS8Jo2ItP4n_ayPOcymfSS06oCrTvuChPYWEjNkUUN-6ueldbVLQ7O2qPd0ed93aINhQtN1VKtgLNlYhqc2q-Y2g6hYjlxd0j8=,@Izalourenca o pestana falando pra deixar o telefone do pimentel com o zema 🗣🗣🗣,gAAAAABj7je39uVYB00sE_UP6dHNLFYUG5VFoYHcfhcBX1W8oJGzp2sc1AiFpgopFKHshUjDqZPkOpSHl4tZ0jVVMws2HcUDjPt0Eg75o3scBMBirlCczpUdTvs739llQczHfWsCz9Ubbm7SFG8fkfgMpYoYoJsgLA==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3H1HgQZGka94M1jNcCPz6cE7JwtJG6QIFD0O8MTHt25o-pj2RIA7M5WXKUuqkvVhbMd77nqwHDs4xg6-FBj_6ZO-XYkwm7vg2dBMfQvmhkhM=,@ErikakHilton @santahelena @mostardacomel,gAAAAABj7je39n6ghIMMJ2LLa84a9uLUi1x_yxr6GE5vXu5t7itDM7mVIPI_ALktDkTImWr8qxUM7TXBT2KufZPnzpdmL4x47Y3rGa5ZzpQkd4ni4lMGnIFiIRFKeJSnuB8T841N8d6hv5MasrkwFq_RlcUSWj2yKA==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3YT8oCTH6Ng3ZkganV_GFNwIH6MXu8i3xeytj8FoGnx9gyRoWgzvuppA0fykn7Qt4_2KGvpf_h85SfaEs6j0ssldlN9Aim4oOZ3LmX7gLako=,"@beatrizcaminha @JanjaLula Futura sem terra vc quis dizer? 🤣🤣🤣🤣🤣🤣🤣 
Mulher de ladrão vai pra onde 🤣🤣🤣🤣🤣",gAAAAABj7je3p7jthpY_p4PveopJBXo85MfEomBTanh-tSVHghyJfxPkoU3nWu4KfoqiLqoNYSjmsEwhi625xP5RJj2VP-Hql_wQS0tiY0rpKDi55EXTNkd67S_p6cvUhWod1hnKHrOM8QioSXZZpqGZYJSQwd3qZA==,1,0,0,1,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3_4VNCJwUtj6SHXBIQW1TKcuQCaIwWJcvcrpQBqUtKkBqc7KOR_0DhDtQhxDBUUlY0ifQ4Kfe3Ozm_SjGX4oWnX2cfbT0lToPugWRoQLojYg=,"@ErikakHilton @jairbolsonaro Flopou demais, e olha o que tem de bozo ali nessa cidade não é brincadeira",gAAAAABj7je3j4XJ8ThgHsJGGBsTD3HzZTgXzWCm7nVqEda9wYEhsr3HAqybRVctxbSosaDOrN8sVXeVFhlDqNxweGA2DXryXlI27Lq73WHsiD8l4JyM_PiEzIC8CX_TqxzzazMAqqPZR4aBwsiD2q7n4MprULBNj9FsvkZ9V8_BXwGTCYfpgDA=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3mUdIt_cIPRX_sORp71qt1EGSrEC4diXJwhsrTKsRxp6cN1zVsSseZD3uGRwyhaKxUhmIGy0X9sJDtJ4K6tJGxCQNJV--mHnD0HLQJ9kwgR8=,@AriadnaArantes @LulaOficial E desde quando ladrão sai pra rua amigão ta de deboche só pode,gAAAAABj7je3zRERE8XFn5F9mHa3ILSJbkLThznRv55Jcc6mMSHLi9ZIrtyikLmw911KVfEYiarJhgMBy7-AHYoOJ3JzLu5q2NP5LmRuPXzm5ekj38Ja73T7pS_B7b8a0T-37dDd_B_mzlgycvwL4-NM1PJio-IZrg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3Qatdt2cEQbWKxvM0ARJgVLAs76ewC8bTHAm4j8-mvAwAegcesHEyq2XfVAb9TFFzf3dfDkAUcrKVNaaPaaei_SpBLMpz5Nqgc2u5sl2n_p4=,"Minhas avós votaram numa travesti, carai! @RobeyonceLima ❤️‍🔥",gAAAAABj7je3Ov8DTs84IDb8f2lc-rpARm9bj35hOJX1268nvA8TqXyWt4WsYXbr01UWQfL-sSg4fmF1Lgg9zj3VHaVn3lEAjjvfJJJzgyzUUpEZj0COPZHLnec3YSLAE630z-OcSdFWd8cHr53PS91BGbI0j5u1SQ==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3lizENvcpoM8jBFyMQ8gU6w50DEpLXV88dmLCvlAZtk503gvBd69VuZw4QJ_FY99h6JiUc1zbhzCiD1200c5wa_8n1unIsmIvTbyZ3cegfwA=,@gabysantospdt puta merda hahahahhahaha,gAAAAABj7je3f8IeONa8zTTlR-lyj7_TKZFVu5K-2GRG4E9F39WHvqYJDeistOPdjsOfW8_3thV6xtjGttYcUXzCnprQmiN4JKWw8PGmzPlMipD6c9eRpVAAMWeFyZjUUaG5HhP48_KoN0AexTkgRpnz5Hq2nl_iwQ==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3laVrMo-sv0BBEN_hYW4aZWjDS4zOoJPvBDPVUl0kefUblrp_5F7AIX2hDqF_JbtvYmdStAHIlXnnLm1UGpAU5jYuuRtIQLHqQHOz4OM5aiA=,@BennyBriolly @LulaOficial Gada d+,gAAAAABj7je3AkhtFzSM0DAJJAAREUC41vEQmAnrtlmKUZGT27ny-863jhXk3qqXJjvYN3dDsWQTclVc9BFXJpO76NZAOfMQGJPlgj8J3HfeCT_A6OzwRMA8rh2KBq5SQSJoPziRt133ui9CAKMbrG71HgbWw49mUQ==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3atOrFkAXiFJCex9peVfQvKIPlcNLSKnObH2peb4tGNyeI_M3uGxjSJ44_kPVFCEowyrGybUgfKefql0E_wJTKM09BXIL89uYaJte8ABnOIU=,"@ErikakHilton Ansioso * vc é homem de piru, negacionista",gAAAAABj7je3uMgU6KorsDjuAn39dMQAJEf4T0y5oBA8cGRnyHq08v0Xjkv_4fsrTAhGh20wCVs6GKRXAaacgpH_YlbR-HJQzOZ9o6DvRtC0FOtQCbDgWJ0xyxecoxPCJ_AuwOy3bOtGywHWTliCJ6f1Dik5uE5-rQ==,1,1,0,0,1,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3qm_wOzQTsuwsF5wuqFOB4Aqv-42KDJvuNkFjvw16wVf23HDoFLA7ZB_1cxjTctUB6bk7yTFwkz48Ubo2iSJmT0se7GjvJcucrr_g-4iNyVg=,@beatrizcaminha @JanjaLula Lindas,gAAAAABj7je3ykd7bZfFeWg5tQr-6ZT-5NYcwVBrdJWbCqZeK-4Rkaq-Uf5RaiZCOUkg5IWSNiz_fRxL8bo6sU6ba7CnQxa9b_MSan__vOC5yP3uGWQ5KelwO2va1NFJlCenZ2xZmx1mcZWDVLcFp4tdIi1rvvvrQUEUc3eMhTvY03sYILMCK-Y=,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3SjVGyf5G3KDCOYpBeHlE3qqRG5U80R5g0RZF-BTspVP7DbD2fcW3d7QisTZ70x1WASxCG-gV11RNC8xvx5GisIuKFXnVDY91uHSpUHpLjgM=,@fabiofelixdf Estou vendendo lenço para as mulas kkkkkkkk,gAAAAABj7je3SUvJ8WQNi8mKIhPwzMoP12iLGnpn20u9CRfDnIKuc60sPB5GsVrDDsaHa_OrZPukC8yAmDeiois9knoGs6w7lOcDPh7yBbjrndFsQQ9x3NRxNEdnBuhrdHKRhQ-jXGUa9ll-zBocsIAjCFPwiV8xlg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3-UfvErvdc6a-r_Uu3qhOuOCF4FlqyVXM0H6S0Z0WnIf6IucM7A5MYdFcKesIE9UoJnm6LFZF9YZBuynMF9IF2WDKc6LicfUQbMVytJn1d2I=,"@Izalourenca @olucastiago IZA, não me tenta, sou ariano, o ciúmes é nível 5000 kkkk",gAAAAABj7je3VJ39xryKfoCi1tiB9lM0K53s-8sIZHF5_j-tJlPn7Vi51thNtIKM8rRM-syc1i0vMbfKSubQ7bMdlZq5N2XE1-xLFrJLpy2UxJh7Sc_hfEAERmZDOSQpnQQG4USpmD4-jdah4fYqiKMRpiqDVif2ZqU71v2y0_jV3yb2Ow-ppbc=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3Y4ZRA75_Zhu9F_BiR_aJmquB8qQlCay0eh18Bw6_J3fvKnfx4WyDq9zin1li1fV4faTqui7KrR3F7TsFiks2lR8sOOFGsBMPyJ431t6aNGg=,@VaiPaolla Só os gadinhos,gAAAAABj7je3EXIDvJEXj9v88ZPx4lgH4h5VqTEbqi05pVMJsRaEd4uv_fijAiT3NrRRKUM-zPVzRe2UtvuHYzQ9_p5EOYknemvRS2JWmtqOViRQr4jiSV6906nHi2mYBBLI5g-xfbLM-97ISkcVuYDfntWmWleIkQ==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je33BrH_7sHoC6sds3x29NQnZgqOrdbi-I2urtwigpmF3n9xKSTjUaZLGPWx5vAQgcIO75cRaDQDVRBOWL2HPQiTGbk19TOEDPffoAb4u6bw6U=,@fabiofelixdf Kkkkkkkkkkkk avisa esse palhaço desse vocalista que o outro candidato da disputa é de esquerda.,gAAAAABj7je3v6f_vhmnPsIm1tWIYa_K_53k3lJ7aHBNF8ZoLeizzSTSINhEiptZpxCo9qzw2WrWG2mGpU-bAk_dNBL-13apETsTu-7ZArINmxn-3YRyxVpTPev5JV3KseidYGYU4_dQdCZqqE0fBC2jxQW6kjRHbg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3xlHWSoKPG5iw3ISEnpI0dNcI2h4DtqcygyW5J9hhjnKy9SeZ0eMSbj03VFW6V58Qpkaej2Uzu7I-me9-hBkLx9vseqay_r8TSbcvde6FQNs=,"@ErikakHilton gata, vc já ganhou ❤️",gAAAAABj7je3VntNlxAKnBqwVoB6sxJxQnBy1CiMgydxHIYmWRgJSDooAjDjicNwcnZbS6KJMLeHqkMD0jH1DlBCx0oZB_KwN8mgWfumXs9INOxU6BJIOyBfkvGi8AgxZK0NTfHPmFWyR5CDOJXi-K9ykIsW1Jc23Q==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
